anchor_step,partition_age,method,mode,n_cells,within_variance_v48,predicted_rmse_v48,observed_rmse_v48,sign_error_v48,cross_block_regret_v48,selected_regret_v48,false_authorization_v48
2400,10,projected_order_1d,fresh,9,3.470206645158e-5,5.958383078641e-4,5.993160538625e-4,3.190396510409e-1,5.231837220538e-4,6.076276076473e-4,2.083333333333e-1
2400,10,projected_order_1d,stale_reuse,9,3.472087389424e-5,5.959678812907e-4,5.976101863406e-4,3.176932601580e-1,5.311410825555e-4,6.227409309940e-4,2.092013888889e-1
2400,10,warm_start_balanced_kmeans,fresh,9,3.022714637796e-5,5.551774050538e-4,5.515882726166e-4,3.049446990763e-1,5.271444933977e-4,6.279440343267e-4,2.022569444444e-1
2400,10,warm_start_balanced_kmeans,stale_reuse,9,3.020145464971e-5,5.549906726090e-4,5.529079041466e-4,3.051764216804e-1,5.074069202927e-4,6.033923186519e-4,1.979166666667e-1
2400,25,balanced_kmeans,fresh,9,3.247184092115e-5,5.746925871824e-4,5.757485884895e-4,2.971197814412e-1,5.449595512598e-4,6.663170500553e-4,2.239583333333e-1
2400,25,balanced_kmeans,stale_reuse,9,3.271507290681e-5,5.766874063911e-4,5.745665112770e-4,2.981813305901e-1,5.248658655740e-4,6.426033295662e-4,2.248263888889e-1
2400,25,hash_placebo_00,placebo_component,9,4.276100310811e-5,6.614836191230e-4,6.673245949229e-4,3.312207508166e-1,5.646486125852e-4,6.865879008513e-4,2.491319444444e-1
2400,25,hash_placebo_01,placebo_component,9,4.259124668417e-5,6.597511995298e-4,6.603636946808e-4,3.276604400208e-1,5.791132229863e-4,6.958700692111e-4,2.482638888889e-1
2400,25,hash_placebo_02,placebo_component,9,4.280092920315e-5,6.618205977001e-4,6.584183219001e-4,3.292515438795e-1,5.520779491866e-4,6.687978140319e-4,2.309027777778e-1
2400,25,hash_placebo_03,placebo_component,9,4.253191000076e-5,6.592045592309e-4,6.605638872167e-4,3.265231083043e-1,5.577661430583e-4,6.706283875876e-4,2.291666666667e-1
2400,25,hash_placebo_04,placebo_component,9,4.273097848198e-5,6.610231012975e-4,6.622356133728e-4,3.281767234302e-1,5.637952303985e-4,6.844283564718e-4,2.430555555556e-1
2400,25,hash_placebo_05,placebo_component,9,4.299273105799e-5,6.634680722684e-4,6.602300962346e-4,3.296927812889e-1,5.620518099963e-4,6.873558761361e-4,2.526041666667e-1
2400,25,hash_placebo_06,placebo_component,9,4.257559819615e-5,6.596283589461e-4,6.589128252958e-4,3.295955203368e-1,5.318742309007e-4,6.473043778284e-4,2.309027777778e-1
2400,25,hash_placebo_07,placebo_component,9,4.253920314026e-5,6.596006341671e-4,6.518698731520e-4,3.287002676565e-1,5.665111503366e-4,6.766276729399e-4,2.421875000000e-1
2400,25,hash_placebo_mean,fixed_placebos,9,4.269044998407e-5,6.607475177828e-4,6.599898633470e-4,3.288526419667e-1,5.597297936811e-4,6.772000568823e-4,2.407769097222e-1
2400,25,nearest_centroid_quota_repair,fresh,9,3.341533039605e-5,5.826617451548e-4,5.805217540283e-4,3.010476130922e-1,5.488452520738e-4,6.693595472396e-4,2.352430555556e-1
2400,25,nearest_centroid_quota_repair,stale_reuse,9,3.411803965241e-5,5.887944941960e-4,5.871937820803e-4,3.045215989738e-1,5.387017057931e-4,6.510974836126e-4,2.118055555556e-1
2400,25,projected_order_1d,fresh,9,3.728106226440e-5,6.170303081055e-4,6.198989026832e-4,3.187911399027e-1,5.503065745158e-4,6.755141455095e-4,2.395833333333e-1
2400,25,projected_order_1d,stale_reuse,9,3.740025128424e-5,6.178861048449e-4,6.145958631844e-4,3.168471985895e-1,5.579409954047e-4,6.801108079151e-4,2.491319444444e-1
2400,25,warm_start_balanced_kmeans,fresh,9,3.242474372381e-5,5.740790449099e-4,5.658678862187e-4,2.949976068490e-1,5.440286324843e-4,6.608873435944e-4,2.256944444444e-1
2400,25,warm_start_balanced_kmeans,stale_reuse,9,3.255680371113e-5,5.751433694071e-4,5.692764740257e-4,2.959860240724e-1,5.424135895598e-4,6.571322222019e-4,2.309027777778e-1
2400,50,balanced_kmeans,fresh,9,3.163618916089e-5,5.677694174896e-4,5.692056969154e-4,3.063426431501e-1,5.348211234906e-4,6.565624019343e-4,2.630208333333e-1
2400,50,balanced_kmeans,stale_reuse,9,3.183742017504e-5,5.695019555593e-4,5.751052728686e-4,3.058990426050e-1,5.227450858519e-4,6.459263368757e-4,2.473958333333e-1
2400,50,hash_placebo_00,placebo_component,9,4.186271827719e-5,6.545083705412e-4,6.507567498705e-4,3.327572156831e-1,5.277269726723e-4,6.491391874744e-4,2.656250000000e-1
2400,50,hash_placebo_01,placebo_component,9,4.160676029297e-5,6.521476259699e-4,6.574220026987e-4,3.294381739481e-1,5.241657910457e-4,6.375947586895e-4,2.482638888889e-1
2400,50,hash_placebo_02,placebo_component,9,4.194832067379e-5,6.551240210053e-4,6.584490224395e-4,3.365218563211e-1,5.194592507520e-4,6.333319129889e-4,2.621527777778e-1
2400,50,hash_placebo_03,placebo_component,9,4.175208190291e-5,6.531704339572e-4,6.542065648880e-4,3.290872642340e-1,4.992535483829e-4,6.067919586322e-4,2.239583333333e-1
2400,50,hash_placebo_04,placebo_component,9,4.192670830947e-5,6.547802727255e-4,6.558683503664e-4,3.310907187152e-1,5.105729889050e-4,6.237419817317e-4,2.421875000000e-1
2400,50,hash_placebo_05,placebo_component,9,4.217991158788e-5,6.570983820270e-4,6.621547014878e-4,3.338244954351e-1,5.271224775096e-4,6.551355326964e-4,2.821180555556e-1
2400,50,hash_placebo_06,placebo_component,9,4.173292656469e-5,6.530460876136e-4,6.535483520211e-4,3.289066643242e-1,5.199524283810e-4,6.444876363316e-4,2.560763888889e-1
2400,50,hash_placebo_07,placebo_component,9,4.160771750746e-5,6.522705770840e-4,6.462553745872e-4,3.283133297940e-1,5.210989576830e-4,6.610332503228e-4,2.664930555556e-1
2400,50,hash_placebo_mean,fixed_placebos,9,4.182714313955e-5,6.540182213655e-4,6.548326397949e-4,3.312424648068e-1,5.186690519164e-4,6.389070273584e-4,2.558593750000e-1
2400,50,nearest_centroid_quota_repair,fresh,9,3.242644079922e-5,5.745727399321e-4,5.780364022537e-4,3.069475953920e-1,5.131294893985e-4,6.301810561062e-4,2.534722222222e-1
2400,50,nearest_centroid_quota_repair,stale_reuse,9,3.321145746924e-5,5.814588117388e-4,5.828505312636e-4,3.115868430566e-1,5.287259726288e-4,6.567310739606e-4,2.586805555556e-1
2400,50,projected_order_1d,fresh,9,3.620546875128e-5,6.082521708780e-4,6.099883949949e-4,3.205233967615e-1,5.162776294977e-4,6.310202458235e-4,2.534722222222e-1
2400,50,projected_order_1d,stale_reuse,9,3.627996203996e-5,6.089403208096e-4,6.042335941915e-4,3.204953497847e-1,5.146466681328e-4,6.265755023429e-4,2.473958333333e-1
2400,50,warm_start_balanced_kmeans,fresh,9,3.157279420137e-5,5.671601756502e-4,5.642515236492e-4,3.020933343827e-1,5.255389067839e-4,6.567356239231e-4,2.734375000000e-1
2400,50,warm_start_balanced_kmeans,stale_reuse,9,3.170482270416e-5,5.682810968975e-4,5.657652223960e-4,3.048288736347e-1,5.233536524377e-4,6.424979095552e-4,2.473958333333e-1
2400,100,balanced_kmeans,fresh,9,3.284172684631e-5,5.805317223449e-4,5.770048151072e-4,2.959588798967e-1,5.474159383189e-4,6.257018856568e-4,1.901041666667e-1
2400,100,balanced_kmeans,stale_reuse,9,3.304845030727e-5,5.822965708395e-4,5.837449689484e-4,2.948108895624e-1,5.547061497728e-4,6.297691792518e-4,1.883680555556e-1
2400,100,hash_placebo_00,placebo_component,9,4.294316464880e-5,6.649491259691e-4,6.666990318979e-4,3.257193070622e-1,5.775539679459e-4,6.831669749135e-4,2.222222222222e-1
2400,100,hash_placebo_01,placebo_component,9,4.257304675801e-5,6.619093384136e-4,6.643769094075e-4,3.205937119648e-1,5.612245278685e-4,6.590456500715e-4,2.109375000000e-1
2400,100,hash_placebo_02,placebo_component,9,4.305885958299e-5,6.657098965299e-4,6.618113144857e-4,3.234892234010e-1,5.556953760610e-4,6.487468120853e-4,2.065972222222e-1
2400,100,hash_placebo_03,placebo_component,9,4.276321834717e-5,6.632146245273e-4,6.698701808311e-4,3.254217188175e-1,5.540094725536e-4,6.490474735120e-4,2.135416666667e-1
2400,100,hash_placebo_04,placebo_component,9,4.289824184291e-5,6.643829423398e-4,6.645998234029e-4,3.197823118417e-1,5.376214803739e-4,6.264523305411e-4,1.831597222222e-1
2400,100,hash_placebo_05,placebo_component,9,4.321962245864e-5,6.670320390971e-4,6.668887427324e-4,3.253290101515e-1,5.660149996667e-4,6.685565823980e-4,2.274305555556e-1
2400,100,hash_placebo_06,placebo_component,9,4.262758391550e-5,6.621160165183e-4,6.585287088495e-4,3.208193474860e-1,5.606671041509e-4,6.564831320047e-4,2.022569444444e-1
2400,100,hash_placebo_07,placebo_component,9,4.261772604079e-5,6.622090796578e-4,6.692435529144e-4,3.258443720774e-1,5.681090320863e-4,6.788094233144e-4,2.352430555556e-1
2400,100,hash_placebo_mean,fixed_placebos,9,4.283768294935e-5,6.639403828816e-4,6.652522830652e-4,3.233748753503e-1,5.601119950883e-4,6.587885473551e-4,2.126736111111e-1
2400,100,nearest_centroid_quota_repair,fresh,9,3.367300129134e-5,5.879077836155e-4,5.848908894504e-4,3.000754977386e-1,5.353486278090e-4,6.139051289045e-4,1.970486111111e-1
2400,100,nearest_centroid_quota_repair,stale_reuse,9,3.441086701371e-5,5.941491203960e-4,5.955784632805e-4,3.034542681901e-1,5.475612626284e-4,6.185005916223e-4,1.892361111111e-1
2400,100,projected_order_1d,fresh,9,3.725912127758e-5,6.189332511214e-4,6.180823442571e-4,3.144600372298e-1,5.235054072211e-4,6.025176864661e-4,1.736111111111e-1
2400,100,projected_order_1d,stale_reuse,9,3.727504530931e-5,6.192044076771e-4,6.194287832002e-4,3.126727671644e-1,5.374326997551e-4,6.189207530822e-4,2.022569444444e-1
2400,100,warm_start_balanced_kmeans,fresh,9,3.276512579234e-5,5.798592812368e-4,5.757682682253e-4,2.952544149497e-1,5.407910172369e-4,6.302175847203e-4,1.996527777778e-1
2400,100,warm_start_balanced_kmeans,stale_reuse,9,3.298219544267e-5,5.816940954325e-4,5.813451529897e-4,2.975554824778e-1,5.305459414552e-4,6.140879490018e-4,1.979166666667e-1
