spec,seed,commit,train_loss,validation_loss,train_accuracy,validation_accuracy
p16_v48_class_weighted,77a19d3c4e280b51,4800,0.389589906,0.385998815,0.843750,0.854167
p16_v48_class_weighted,1111222233334444,50,1.092521548,1.093810916,0.395833,0.354167
p16_v48_class_weighted,1111222233334444,100,1.082427859,1.085750580,0.447917,0.416667
p16_v48_class_weighted,1111222233334444,150,1.069993615,1.074007750,0.458333,0.416667
p16_v48_class_weighted,1111222233334444,200,1.056609273,1.062577128,0.479167,0.479167
p16_v48_class_weighted,1111222233334444,250,1.040866733,1.049303770,0.479167,0.437500
p16_v48_class_weighted,1111222233334444,300,1.029859424,1.039612651,0.458333,0.437500
p16_v48_class_weighted,1111222233334444,350,1.016222954,1.029758692,0.468750,0.458333
p16_v48_class_weighted,1111222233334444,400,1.006350756,1.016642213,0.479167,0.520833
p16_v48_class_weighted,1111222233334444,450,0.993713856,1.004502892,0.468750,0.458333
p16_v48_class_weighted,1111222233334444,500,0.980687797,0.994193077,0.489583,0.500000
p16_v48_class_weighted,1111222233334444,550,0.967480123,0.986269414,0.479167,0.458333
p16_v48_class_weighted,1111222233334444,600,0.948346794,0.969521105,0.489583,0.458333
p16_v48_class_weighted,1111222233334444,650,0.924058855,0.947562695,0.510417,0.437500
p16_v48_class_weighted,1111222233334444,700,0.906994581,0.926314533,0.562500,0.458333
p16_v48_class_weighted,1111222233334444,750,0.873464525,0.898886204,0.541667,0.520833
p16_v48_class_weighted,1111222233334444,800,0.852084935,0.880507708,0.552083,0.583333
p16_v48_class_weighted,1111222233334444,850,0.826375902,0.854203880,0.562500,0.583333
p16_v48_class_weighted,1111222233334444,900,0.796010733,0.831059754,0.635417,0.666667
p16_v48_class_weighted,1111222233334444,950,0.783463299,0.809841156,0.718750,0.687500
p16_v48_class_weighted,1111222233334444,1000,0.748855531,0.779763162,0.718750,0.708333
p16_v48_class_weighted,1111222233334444,1050,0.728099287,0.764095545,0.729167,0.708333
p16_v48_class_weighted,1111222233334444,1100,0.706828177,0.748686492,0.739583,0.687500
p16_v48_class_weighted,1111222233334444,1150,0.694168091,0.737000763,0.770833,0.708333
p16_v48_class_weighted,1111222233334444,1200,0.675416648,0.712730646,0.781250,0.750000
p16_v48_class_weighted,1111222233334444,1250,0.654783905,0.692814291,0.729167,0.750000
p16_v48_class_weighted,1111222233334444,1300,0.639289200,0.680228710,0.739583,0.729167
p16_v48_class_weighted,1111222233334444,1350,0.623823106,0.671347797,0.770833,0.708333
p16_v48_class_weighted,1111222233334444,1400,0.618331492,0.669455588,0.739583,0.729167
p16_v48_class_weighted,1111222233334444,1450,0.601106346,0.644136369,0.791667,0.770833
p16_v48_class_weighted,1111222233334444,1500,0.584239662,0.645597637,0.781250,0.729167
p16_v48_class_weighted,1111222233334444,1550,0.571082890,0.623816669,0.791667,0.729167
p16_v48_class_weighted,1111222233334444,1600,0.562504113,0.619938910,0.770833,0.750000
p16_v48_class_weighted,1111222233334444,1650,0.553089440,0.599873364,0.781250,0.750000
p16_v48_class_weighted,1111222233334444,1700,0.546107352,0.598077238,0.812500,0.750000
p16_v48_class_weighted,1111222233334444,1750,0.543746769,0.600895584,0.822917,0.750000
p16_v48_class_weighted,1111222233334444,1800,0.541360557,0.583253324,0.812500,0.770833
p16_v48_class_weighted,1111222233334444,1850,0.540672779,0.593294799,0.750000,0.770833
p16_v48_class_weighted,1111222233334444,1900,0.542302549,0.577961087,0.791667,0.770833
p16_v48_class_weighted,1111222233334444,1950,0.529760122,0.572084963,0.822917,0.770833
p16_v48_class_weighted,1111222233334444,2000,0.522658885,0.575914621,0.802083,0.750000
p16_v48_class_weighted,1111222233334444,2050,0.522410154,0.560886681,0.770833,0.770833
p16_v48_class_weighted,1111222233334444,2100,0.512925506,0.547600210,0.791667,0.812500
p16_v48_class_weighted,1111222233334444,2150,0.500482261,0.550203145,0.843750,0.791667
p16_v48_class_weighted,1111222233334444,2200,0.496825814,0.540714443,0.854167,0.791667
p16_v48_class_weighted,1111222233334444,2250,0.491284251,0.547447562,0.843750,0.770833
p16_v48_class_weighted,1111222233334444,2300,0.484609604,0.535707414,0.864583,0.812500
p16_v48_class_weighted,1111222233334444,2350,0.480495721,0.522246361,0.822917,0.812500
p16_v48_class_weighted,1111222233334444,2400,0.477403283,0.519560039,0.843750,0.791667
p16_v48_class_weighted,1111222233334444,2450,0.473926753,0.512660921,0.812500,0.812500
p16_v48_class_weighted,1111222233334444,2500,0.473315626,0.511108875,0.833333,0.791667
p16_v48_class_weighted,1111222233334444,2550,0.475018144,0.527240038,0.833333,0.833333
p16_v48_class_weighted,1111222233334444,2600,0.479030371,0.532845140,0.822917,0.875000
p16_v48_class_weighted,1111222233334444,2650,0.466356277,0.514037073,0.833333,0.854167
p16_v48_class_weighted,1111222233334444,2700,0.464331299,0.504229367,0.843750,0.854167
p16_v48_class_weighted,1111222233334444,2750,0.466425061,0.510308206,0.843750,0.812500
p16_v48_class_weighted,1111222233334444,2800,0.454185277,0.491318971,0.864583,0.875000
p16_v48_class_weighted,1111222233334444,2850,0.451440305,0.487446070,0.843750,0.833333
p16_v48_class_weighted,1111222233334444,2900,0.454837710,0.504674554,0.833333,0.895833
p16_v48_class_weighted,1111222233334444,2950,0.449348599,0.489141941,0.812500,0.854167
p16_v48_class_weighted,1111222233334444,3000,0.452578545,0.491804123,0.864583,0.812500
p16_v48_class_weighted,1111222233334444,3050,0.445199698,0.477798849,0.864583,0.895833
p16_v48_class_weighted,1111222233334444,3100,0.444003850,0.474977612,0.843750,0.750000
p16_v48_class_weighted,1111222233334444,3150,0.436271191,0.464802176,0.854167,0.875000
p16_v48_class_weighted,1111222233334444,3200,0.432463408,0.463106990,0.875000,0.895833
p16_v48_class_weighted,1111222233334444,3250,0.430350095,0.462732673,0.854167,0.833333
p16_v48_class_weighted,1111222233334444,3300,0.434785336,0.464080065,0.854167,0.833333
p16_v48_class_weighted,1111222233334444,3350,0.432088137,0.462729961,0.854167,0.854167
p16_v48_class_weighted,1111222233334444,3400,0.428321689,0.453338981,0.854167,0.854167
p16_v48_class_weighted,1111222233334444,3450,0.423841625,0.454334706,0.854167,0.895833
p16_v48_class_weighted,1111222233334444,3500,0.431984037,0.445056707,0.864583,0.791667
p16_v48_class_weighted,1111222233334444,3550,0.423731714,0.442379147,0.843750,0.875000
p16_v48_class_weighted,1111222233334444,3600,0.419121027,0.435545325,0.843750,0.895833
p16_v48_class_weighted,1111222233334444,3650,0.417144626,0.442786068,0.854167,0.854167
p16_v48_class_weighted,1111222233334444,3700,0.417884201,0.436652929,0.854167,0.875000
p16_v48_class_weighted,1111222233334444,3750,0.415130943,0.449057937,0.854167,0.875000
p16_v48_class_weighted,1111222233334444,3800,0.415859312,0.438966125,0.843750,0.895833
p16_v48_class_weighted,1111222233334444,3850,0.405279279,0.416118383,0.864583,0.875000
p16_v48_class_weighted,1111222233334444,3900,0.404622227,0.417009383,0.875000,0.875000
p16_v48_class_weighted,1111222233334444,3950,0.414402395,0.433403999,0.875000,0.854167
p16_v48_class_weighted,1111222233334444,4000,0.411858559,0.434590489,0.854167,0.854167
p16_v48_class_weighted,1111222233334444,4050,0.405206293,0.446050197,0.843750,0.875000
p16_v48_class_weighted,1111222233334444,4100,0.405470580,0.456951380,0.875000,0.875000
p16_v48_class_weighted,1111222233334444,4150,0.394866139,0.415621907,0.864583,0.895833
p16_v48_class_weighted,1111222233334444,4200,0.400811344,0.420010090,0.854167,0.895833
p16_v48_class_weighted,1111222233334444,4250,0.397701740,0.431360006,0.885417,0.875000
p16_v48_class_weighted,1111222233334444,4300,0.389233828,0.404888719,0.864583,0.875000
p16_v48_class_weighted,1111222233334444,4350,0.390213162,0.405275851,0.875000,0.854167
p16_v48_class_weighted,1111222233334444,4400,0.384287566,0.409923434,0.885417,0.854167
p16_v48_class_weighted,1111222233334444,4450,0.392215997,0.397359252,0.843750,0.875000
p16_v48_class_weighted,1111222233334444,4500,0.391551018,0.400726795,0.854167,0.916667
p16_v48_class_weighted,1111222233334444,4550,0.386673480,0.401907295,0.875000,0.895833
p16_v48_class_weighted,1111222233334444,4600,0.378731221,0.408424467,0.864583,0.895833
p16_v48_class_weighted,1111222233334444,4650,0.384114057,0.391914696,0.864583,0.854167
p16_v48_class_weighted,1111222233334444,4700,0.384296894,0.386477470,0.864583,0.875000
p16_v48_class_weighted,1111222233334444,4750,0.384153992,0.403795868,0.864583,0.895833
p16_v48_class_weighted,1111222233334444,4800,0.378005862,0.387731165,0.843750,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,50,1.092426419,1.094059110,0.385417,0.333333
p16_v48_cell_weighted,2b7e151628aed2a6,100,1.078364968,1.083357692,0.447917,0.437500
p16_v48_cell_weighted,2b7e151628aed2a6,150,1.061935186,1.071984053,0.479167,0.437500
p16_v48_cell_weighted,2b7e151628aed2a6,200,1.047791958,1.060704112,0.479167,0.437500
p16_v48_cell_weighted,2b7e151628aed2a6,250,1.037156940,1.049963593,0.468750,0.458333
p16_v48_cell_weighted,2b7e151628aed2a6,300,1.024128795,1.034048676,0.479167,0.437500
p16_v48_cell_weighted,2b7e151628aed2a6,350,1.009060979,1.018540025,0.468750,0.500000
p16_v48_cell_weighted,2b7e151628aed2a6,400,0.992586315,1.002612710,0.468750,0.500000
p16_v48_cell_weighted,2b7e151628aed2a6,450,0.976241529,0.984837472,0.489583,0.500000
p16_v48_cell_weighted,2b7e151628aed2a6,500,0.950770199,0.964323103,0.510417,0.479167
p16_v48_cell_weighted,2b7e151628aed2a6,550,0.926249743,0.945051491,0.520833,0.520833
p16_v48_cell_weighted,2b7e151628aed2a6,600,0.898978055,0.917774379,0.604167,0.604167
p16_v48_cell_weighted,2b7e151628aed2a6,650,0.867864549,0.893873632,0.625000,0.604167
p16_v48_cell_weighted,2b7e151628aed2a6,700,0.842372119,0.875254571,0.614583,0.625000
p16_v48_cell_weighted,2b7e151628aed2a6,750,0.813936293,0.856010258,0.656250,0.625000
p16_v48_cell_weighted,2b7e151628aed2a6,800,0.795854330,0.838243961,0.656250,0.687500
p16_v48_cell_weighted,2b7e151628aed2a6,850,0.770888746,0.817286968,0.687500,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,900,0.746857703,0.798162222,0.687500,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,950,0.725349605,0.777401626,0.697917,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1000,0.694671392,0.755098581,0.729167,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,1050,0.666367233,0.729553401,0.729167,0.750000
p16_v48_cell_weighted,2b7e151628aed2a6,1100,0.647362411,0.702887774,0.770833,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,1150,0.632537305,0.686775744,0.770833,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1200,0.620132565,0.672522545,0.770833,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1250,0.606731713,0.651666224,0.791667,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1300,0.593774319,0.645982683,0.781250,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1350,0.586690843,0.634521902,0.781250,0.729167
p16_v48_cell_weighted,2b7e151628aed2a6,1400,0.574303806,0.622634530,0.781250,0.750000
p16_v48_cell_weighted,2b7e151628aed2a6,1450,0.570349157,0.607242286,0.781250,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,1500,0.567738473,0.617908239,0.770833,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,1550,0.555355966,0.610872924,0.802083,0.750000
p16_v48_cell_weighted,2b7e151628aed2a6,1600,0.550436854,0.605574310,0.791667,0.708333
p16_v48_cell_weighted,2b7e151628aed2a6,1650,0.549304247,0.601194084,0.833333,0.750000
p16_v48_cell_weighted,2b7e151628aed2a6,1700,0.535841286,0.586663663,0.812500,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,1750,0.531248510,0.562316298,0.812500,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,1800,0.522400975,0.576793015,0.802083,0.708333
p16_v48_cell_weighted,2b7e151628aed2a6,1850,0.515230477,0.563415349,0.812500,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,1900,0.513211966,0.563019991,0.812500,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,1950,0.511315584,0.548493385,0.822917,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,2000,0.500381887,0.540483654,0.812500,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,2050,0.495232821,0.536954463,0.822917,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,2100,0.489436954,0.536436617,0.833333,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,2150,0.490354329,0.532934785,0.854167,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,2200,0.482578546,0.531474948,0.833333,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,2250,0.484665990,0.539884746,0.822917,0.812500
p16_v48_cell_weighted,2b7e151628aed2a6,2300,0.478970379,0.522091091,0.864583,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,2350,0.475828528,0.509104788,0.843750,0.812500
p16_v48_cell_weighted,2b7e151628aed2a6,2400,0.472782880,0.513315976,0.843750,0.812500
p16_v48_cell_weighted,2b7e151628aed2a6,2450,0.471499681,0.509126127,0.864583,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,2500,0.477281302,0.523782074,0.843750,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,2550,0.470965177,0.515171349,0.843750,0.770833
p16_v48_cell_weighted,2b7e151628aed2a6,2600,0.465636641,0.499308854,0.854167,0.791667
p16_v48_cell_weighted,2b7e151628aed2a6,2650,0.464990765,0.492510796,0.833333,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,2700,0.457523614,0.490227968,0.833333,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,2750,0.457257509,0.503504992,0.843750,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,2800,0.458952188,0.492665976,0.843750,0.812500
p16_v48_cell_weighted,2b7e151628aed2a6,2850,0.459421366,0.490187973,0.854167,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,2900,0.447920173,0.490590900,0.864583,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,2950,0.442026019,0.482685775,0.843750,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,3000,0.444553524,0.477191240,0.854167,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,3050,0.434926242,0.469845295,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3100,0.434568375,0.459729195,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3150,0.434730917,0.468759298,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3200,0.430924296,0.464849323,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3250,0.431935340,0.454269797,0.854167,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,3300,0.426259488,0.453708321,0.864583,0.854167
p16_v48_cell_weighted,2b7e151628aed2a6,3350,0.425932676,0.458195835,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3400,0.428345323,0.471351296,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3450,0.421748906,0.450228721,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3500,0.426657230,0.450257570,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3550,0.415922910,0.436514854,0.843750,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3600,0.415803403,0.452019304,0.854167,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,3650,0.415743589,0.438909024,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3700,0.416190952,0.453307390,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3750,0.410737991,0.428904384,0.875000,0.833333
p16_v48_cell_weighted,2b7e151628aed2a6,3800,0.404823542,0.423333198,0.885417,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3850,0.398630053,0.416088700,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3900,0.399756759,0.408223420,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,3950,0.398632437,0.411499590,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4000,0.387483954,0.412487030,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4050,0.387997389,0.410800338,0.875000,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,4100,0.387382895,0.404991150,0.864583,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4150,0.384559005,0.405034035,0.843750,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,4200,0.378411859,0.394500583,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4250,0.382177860,0.396365553,0.854167,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4300,0.377821118,0.402111888,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4350,0.369261473,0.396101803,0.875000,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,4400,0.368876219,0.393837690,0.895833,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4450,0.371403813,0.387816519,0.885417,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4500,0.362558693,0.377280563,0.875000,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,4550,0.372456431,0.386166424,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4600,0.357646137,0.365073055,0.875000,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4650,0.357897878,0.369538665,0.895833,0.875000
p16_v48_cell_weighted,2b7e151628aed2a6,4700,0.364856809,0.380404383,0.906250,0.937500
p16_v48_cell_weighted,2b7e151628aed2a6,4750,0.348204613,0.352354765,0.875000,0.895833
p16_v48_cell_weighted,2b7e151628aed2a6,4800,0.349332690,0.356051177,0.864583,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,50,1.091373444,1.093140364,0.375000,0.375000
p16_v48_cell_weighted,77a19d3c4e280b51,100,1.079423785,1.083016276,0.479167,0.458333
p16_v48_cell_weighted,77a19d3c4e280b51,150,1.063966513,1.069833279,0.458333,0.458333
p16_v48_cell_weighted,77a19d3c4e280b51,200,1.046234727,1.055096745,0.489583,0.437500
p16_v48_cell_weighted,77a19d3c4e280b51,250,1.026440024,1.037667632,0.489583,0.437500
p16_v48_cell_weighted,77a19d3c4e280b51,300,1.012435794,1.025146365,0.489583,0.416667
p16_v48_cell_weighted,77a19d3c4e280b51,350,1.001272440,1.013757706,0.479167,0.437500
p16_v48_cell_weighted,77a19d3c4e280b51,400,0.989243090,1.000841498,0.489583,0.458333
p16_v48_cell_weighted,77a19d3c4e280b51,450,0.977767467,0.988260746,0.479167,0.416667
p16_v48_cell_weighted,77a19d3c4e280b51,500,0.960334063,0.967185259,0.500000,0.416667
p16_v48_cell_weighted,77a19d3c4e280b51,550,0.947705805,0.948423147,0.510417,0.416667
p16_v48_cell_weighted,77a19d3c4e280b51,600,0.929511487,0.932242811,0.562500,0.437500
p16_v48_cell_weighted,77a19d3c4e280b51,650,0.913263142,0.918293417,0.541667,0.479167
p16_v48_cell_weighted,77a19d3c4e280b51,700,0.893536806,0.895606995,0.604167,0.541667
p16_v48_cell_weighted,77a19d3c4e280b51,750,0.865876675,0.871082604,0.635417,0.562500
p16_v48_cell_weighted,77a19d3c4e280b51,800,0.842077434,0.841236353,0.656250,0.625000
p16_v48_cell_weighted,77a19d3c4e280b51,850,0.811447084,0.815625370,0.760417,0.687500
p16_v48_cell_weighted,77a19d3c4e280b51,900,0.782157362,0.785096824,0.718750,0.687500
p16_v48_cell_weighted,77a19d3c4e280b51,950,0.749471724,0.754797876,0.770833,0.750000
p16_v48_cell_weighted,77a19d3c4e280b51,1000,0.723216474,0.728610456,0.760417,0.750000
p16_v48_cell_weighted,77a19d3c4e280b51,1050,0.704520702,0.715576649,0.791667,0.791667
p16_v48_cell_weighted,77a19d3c4e280b51,1100,0.681756735,0.690216541,0.770833,0.791667
p16_v48_cell_weighted,77a19d3c4e280b51,1150,0.662225068,0.678248346,0.802083,0.708333
p16_v48_cell_weighted,77a19d3c4e280b51,1200,0.631632745,0.656485021,0.812500,0.750000
p16_v48_cell_weighted,77a19d3c4e280b51,1250,0.600165963,0.627401054,0.812500,0.770833
p16_v48_cell_weighted,77a19d3c4e280b51,1300,0.574983418,0.598558247,0.812500,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,1350,0.542524874,0.571558118,0.843750,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,1400,0.522332728,0.557154953,0.854167,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,1450,0.508293390,0.530394971,0.822917,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,1500,0.500292182,0.535042584,0.885417,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,1550,0.477019310,0.505257666,0.864583,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,1600,0.468366235,0.497466415,0.864583,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,1650,0.460687310,0.488447815,0.854167,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,1700,0.448205620,0.479777664,0.875000,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,1750,0.441909105,0.468005270,0.885417,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,1800,0.435998410,0.467079371,0.864583,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,1850,0.430632621,0.470342606,0.854167,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,1900,0.421045512,0.463322282,0.864583,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,1950,0.416200519,0.466125607,0.885417,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2000,0.423773527,0.466420680,0.875000,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2050,0.407113761,0.449329406,0.875000,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2100,0.407727838,0.459788233,0.885417,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,2150,0.397845000,0.430192858,0.875000,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2200,0.394180864,0.430432767,0.885417,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2250,0.390206456,0.435204983,0.875000,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2300,0.388042837,0.422186583,0.875000,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2350,0.385251313,0.429572433,0.885417,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,2400,0.387223810,0.439072222,0.854167,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,2450,0.379217833,0.421867579,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2500,0.376581281,0.413026184,0.906250,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,2550,0.373506576,0.431057125,0.864583,0.833333
p16_v48_cell_weighted,77a19d3c4e280b51,2600,0.371276349,0.426689118,0.895833,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2650,0.363921851,0.421070546,0.906250,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2700,0.367206901,0.421335220,0.916667,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,2750,0.361505002,0.404957443,0.895833,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2800,0.358200341,0.406823665,0.895833,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,2850,0.360280365,0.406924516,0.875000,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,2900,0.357831478,0.407888621,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,2950,0.352430314,0.409108520,0.895833,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3000,0.354718089,0.418913215,0.895833,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,3050,0.349889964,0.409885049,0.895833,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3100,0.353137165,0.411537737,0.885417,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3150,0.346486539,0.387411505,0.906250,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3200,0.346456528,0.380043477,0.895833,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3250,0.339776486,0.385362387,0.885417,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3300,0.342811137,0.390248150,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3350,0.340273499,0.380525738,0.906250,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,3400,0.341007441,0.383939147,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3450,0.333048820,0.373307824,0.927083,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3500,0.329747647,0.377953649,0.906250,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,3550,0.332322031,0.379016072,0.916667,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,3600,0.336143583,0.403066665,0.885417,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,3650,0.328893870,0.377813816,0.895833,0.937500
p16_v48_cell_weighted,77a19d3c4e280b51,3700,0.324921280,0.376540273,0.916667,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,3750,0.328083366,0.374317616,0.895833,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,3800,0.322821617,0.373266011,0.906250,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,3850,0.329561561,0.367788762,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,3900,0.323162436,0.384987503,0.895833,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,3950,0.324372977,0.372819185,0.885417,0.854167
p16_v48_cell_weighted,77a19d3c4e280b51,4000,0.326309144,0.368547052,0.906250,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,4050,0.322613478,0.376467615,0.895833,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,4100,0.324568182,0.383469075,0.895833,0.937500
p16_v48_cell_weighted,77a19d3c4e280b51,4150,0.318140388,0.377999336,0.895833,0.937500
p16_v48_cell_weighted,77a19d3c4e280b51,4200,0.318353146,0.377148151,0.906250,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,4250,0.317325920,0.391918510,0.895833,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,4300,0.316126019,0.383391410,0.885417,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,4350,0.317657739,0.378289074,0.895833,0.833333
p16_v48_cell_weighted,77a19d3c4e280b51,4400,0.314488500,0.380968720,0.895833,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,4450,0.312846333,0.369448990,0.916667,0.916667
p16_v48_cell_weighted,77a19d3c4e280b51,4500,0.315693229,0.358666897,0.916667,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,4550,0.309689373,0.358206749,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,4600,0.310445845,0.358375192,0.916667,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,4650,0.310222298,0.362639278,0.895833,0.937500
p16_v48_cell_weighted,77a19d3c4e280b51,4700,0.314699858,0.352967739,0.916667,0.895833
p16_v48_cell_weighted,77a19d3c4e280b51,4750,0.309369981,0.355374426,0.927083,0.875000
p16_v48_cell_weighted,77a19d3c4e280b51,4800,0.304315507,0.343984753,0.906250,0.854167
p16_v48_cell_weighted,1111222233334444,50,1.093082070,1.094623923,0.395833,0.333333
p16_v48_cell_weighted,1111222233334444,100,1.082200885,1.085875511,0.447917,0.458333
p16_v48_cell_weighted,1111222233334444,150,1.068528414,1.074187040,0.489583,0.375000
