mode,width,seed,first,second,joint_evaluations
equal-steps,3,1111222233334444,5,10,288
equal-steps,3,1111222233334444,5,11,576
equal-steps,3,1111222233334444,5,12,287
equal-steps,3,1111222233334444,5,13,863
equal-steps,3,1111222233334444,5,14,575
equal-steps,3,1111222233334444,5,15,288
equal-steps,3,1111222233334444,5,16,288
equal-steps,3,1111222233334444,6,7,288
equal-steps,3,1111222233334444,6,8,575
equal-steps,3,1111222233334444,6,9,288
equal-steps,3,1111222233334444,6,10,575
equal-steps,3,1111222233334444,6,11,288
equal-steps,3,1111222233334444,6,12,288
equal-steps,3,1111222233334444,6,13,576
equal-steps,3,1111222233334444,6,14,576
equal-steps,3,1111222233334444,6,15,575
equal-steps,3,1111222233334444,6,16,288
equal-steps,3,1111222233334444,7,8,288
equal-steps,3,1111222233334444,7,9,288
equal-steps,3,1111222233334444,7,10,288
equal-steps,3,1111222233334444,7,11,288
equal-steps,3,1111222233334444,7,12,864
equal-steps,3,1111222233334444,7,13,575
equal-steps,3,1111222233334444,7,14,288
equal-steps,3,1111222233334444,7,15,288
equal-steps,3,1111222233334444,7,16,864
equal-steps,3,1111222233334444,8,9,288
equal-steps,3,1111222233334444,8,10,288
equal-steps,3,1111222233334444,8,11,287
equal-steps,3,1111222233334444,8,12,288
equal-steps,3,1111222233334444,8,13,288
equal-steps,3,1111222233334444,8,14,288
equal-steps,3,1111222233334444,8,15,288
equal-steps,3,1111222233334444,8,16,576
equal-steps,3,1111222233334444,9,10,576
equal-steps,3,1111222233334444,9,11,576
equal-steps,3,1111222233334444,9,12,288
equal-steps,3,1111222233334444,9,13,288
equal-steps,3,1111222233334444,9,14,574
equal-steps,3,1111222233334444,9,15,288
equal-steps,3,1111222233334444,9,16,575
equal-steps,3,1111222233334444,10,11,576
equal-steps,3,1111222233334444,10,12,287
equal-steps,3,1111222233334444,10,13,576
equal-steps,3,1111222233334444,10,14,576
equal-steps,3,1111222233334444,10,15,575
equal-steps,3,1111222233334444,10,16,863
equal-steps,3,1111222233334444,11,12,288
equal-steps,3,1111222233334444,11,13,576
equal-steps,3,1111222233334444,11,14,288
equal-steps,3,1111222233334444,11,15,576
equal-steps,3,1111222233334444,11,16,288
equal-steps,3,1111222233334444,12,13,287
equal-steps,3,1111222233334444,12,14,576
equal-steps,3,1111222233334444,12,15,576
equal-steps,3,1111222233334444,12,16,575
equal-steps,3,1111222233334444,13,14,576
equal-steps,3,1111222233334444,13,15,288
equal-steps,3,1111222233334444,13,16,576
equal-steps,3,1111222233334444,14,15,288
equal-steps,3,1111222233334444,14,16,575
equal-steps,3,1111222233334444,15,16,576
equal-steps,4,2b7e151628aed2a6,0,1,717
equal-steps,4,2b7e151628aed2a6,0,2,359
equal-steps,4,2b7e151628aed2a6,0,3,358
equal-steps,4,2b7e151628aed2a6,0,4,358
equal-steps,4,2b7e151628aed2a6,0,5,359
equal-steps,4,2b7e151628aed2a6,0,6,717
equal-steps,4,2b7e151628aed2a6,0,7,1074
equal-steps,4,2b7e151628aed2a6,0,8,717
equal-steps,4,2b7e151628aed2a6,0,9,359
equal-steps,4,2b7e151628aed2a6,0,10,716
equal-steps,4,2b7e151628aed2a6,0,11,717
equal-steps,4,2b7e151628aed2a6,0,12,717
equal-steps,4,2b7e151628aed2a6,0,13,1074
equal-steps,4,2b7e151628aed2a6,0,14,1074
equal-steps,4,2b7e151628aed2a6,0,15,717
equal-steps,4,2b7e151628aed2a6,0,16,716
equal-steps,4,2b7e151628aed2a6,1,2,718
equal-steps,4,2b7e151628aed2a6,1,3,1075
equal-steps,4,2b7e151628aed2a6,1,4,716
equal-steps,4,2b7e151628aed2a6,1,5,358
equal-steps,4,2b7e151628aed2a6,1,6,716
equal-steps,4,2b7e151628aed2a6,1,7,358
equal-steps,4,2b7e151628aed2a6,1,8,359
equal-steps,4,2b7e151628aed2a6,1,9,1075
equal-steps,4,2b7e151628aed2a6,1,10,358
equal-steps,4,2b7e151628aed2a6,1,11,1075
equal-steps,4,2b7e151628aed2a6,1,12,358
equal-steps,4,2b7e151628aed2a6,1,13,359
equal-steps,4,2b7e151628aed2a6,1,14,717
equal-steps,4,2b7e151628aed2a6,1,15,358
equal-steps,4,2b7e151628aed2a6,1,16,358
equal-steps,4,2b7e151628aed2a6,2,3,358
equal-steps,4,2b7e151628aed2a6,2,4,358
equal-steps,4,2b7e151628aed2a6,2,5,717
equal-steps,4,2b7e151628aed2a6,2,6,1074
equal-steps,4,2b7e151628aed2a6,2,7,717
equal-steps,4,2b7e151628aed2a6,2,8,717
equal-steps,4,2b7e151628aed2a6,2,9,717
equal-steps,4,2b7e151628aed2a6,2,10,1074
equal-steps,4,2b7e151628aed2a6,2,11,716
equal-steps,4,2b7e151628aed2a6,2,12,358
equal-steps,4,2b7e151628aed2a6,2,13,1434
equal-steps,4,2b7e151628aed2a6,2,14,358
equal-steps,4,2b7e151628aed2a6,2,15,716
equal-steps,4,2b7e151628aed2a6,2,16,358
equal-steps,4,2b7e151628aed2a6,3,4,716
equal-steps,4,2b7e151628aed2a6,3,5,1074
equal-steps,4,2b7e151628aed2a6,3,6,359
equal-steps,4,2b7e151628aed2a6,3,7,359
equal-steps,4,2b7e151628aed2a6,3,8,359
equal-steps,4,2b7e151628aed2a6,3,9,716
equal-steps,4,2b7e151628aed2a6,3,10,717
equal-steps,4,2b7e151628aed2a6,3,11,717
equal-steps,4,2b7e151628aed2a6,3,12,358
equal-steps,4,2b7e151628aed2a6,3,13,716
equal-steps,4,2b7e151628aed2a6,3,14,359
equal-steps,4,2b7e151628aed2a6,3,15,359
equal-steps,4,2b7e151628aed2a6,3,16,1075
equal-steps,4,2b7e151628aed2a6,4,5,1432
equal-steps,4,2b7e151628aed2a6,4,6,717
equal-steps,4,2b7e151628aed2a6,4,7,1075
equal-steps,4,2b7e151628aed2a6,4,8,716
equal-steps,4,2b7e151628aed2a6,4,9,1434
equal-steps,4,2b7e151628aed2a6,4,10,359
equal-steps,4,2b7e151628aed2a6,4,11,358
equal-steps,4,2b7e151628aed2a6,4,12,359
equal-steps,4,2b7e151628aed2a6,4,13,717
equal-steps,4,2b7e151628aed2a6,4,14,717
equal-steps,4,2b7e151628aed2a6,4,15,358
equal-steps,4,2b7e151628aed2a6,4,16,359
equal-steps,4,2b7e151628aed2a6,5,6,359
equal-steps,4,2b7e151628aed2a6,5,7,359
equal-steps,4,2b7e151628aed2a6,5,8,358
equal-steps,4,2b7e151628aed2a6,5,9,358
equal-steps,4,2b7e151628aed2a6,5,10,359
equal-steps,4,2b7e151628aed2a6,5,11,718
equal-steps,4,2b7e151628aed2a6,5,12,1075
equal-steps,4,2b7e151628aed2a6,5,13,717
equal-steps,4,2b7e151628aed2a6,5,14,716
equal-steps,4,2b7e151628aed2a6,5,15,358
equal-steps,4,2b7e151628aed2a6,5,16,358
equal-steps,4,2b7e151628aed2a6,6,7,1075
equal-steps,4,2b7e151628aed2a6,6,8,717
equal-steps,4,2b7e151628aed2a6,6,9,359
equal-steps,4,2b7e151628aed2a6,6,10,717
equal-steps,4,2b7e151628aed2a6,6,11,717
equal-steps,4,2b7e151628aed2a6,6,12,358
equal-steps,4,2b7e151628aed2a6,6,13,358
equal-steps,4,2b7e151628aed2a6,6,14,716
equal-steps,4,2b7e151628aed2a6,6,15,358
equal-steps,4,2b7e151628aed2a6,6,16,358
equal-steps,4,2b7e151628aed2a6,7,8,1075
equal-steps,4,2b7e151628aed2a6,7,9,359
equal-steps,4,2b7e151628aed2a6,7,10,1074
equal-steps,4,2b7e151628aed2a6,7,11,1074
equal-steps,4,2b7e151628aed2a6,7,12,717
equal-steps,4,2b7e151628aed2a6,7,13,359
equal-steps,4,2b7e151628aed2a6,7,14,358
equal-steps,4,2b7e151628aed2a6,7,15,358
equal-steps,4,2b7e151628aed2a6,7,16,358
equal-steps,4,2b7e151628aed2a6,8,9,358
equal-steps,4,2b7e151628aed2a6,8,10,358
equal-steps,4,2b7e151628aed2a6,8,11,358
equal-steps,4,2b7e151628aed2a6,8,12,717
equal-steps,4,2b7e151628aed2a6,8,13,1075
equal-steps,4,2b7e151628aed2a6,8,14,358
equal-steps,4,2b7e151628aed2a6,8,15,1075
equal-steps,4,2b7e151628aed2a6,8,16,358
equal-steps,4,2b7e151628aed2a6,9,10,359
equal-steps,4,2b7e151628aed2a6,9,11,716
equal-steps,4,2b7e151628aed2a6,9,12,717
equal-steps,4,2b7e151628aed2a6,9,13,358
equal-steps,4,2b7e151628aed2a6,9,14,358
equal-steps,4,2b7e151628aed2a6,9,15,358
equal-steps,4,2b7e151628aed2a6,9,16,1074
equal-steps,4,2b7e151628aed2a6,10,11,717
equal-steps,4,2b7e151628aed2a6,10,12,717
equal-steps,4,2b7e151628aed2a6,10,13,716
equal-steps,4,2b7e151628aed2a6,10,14,358
equal-steps,4,2b7e151628aed2a6,10,15,717
equal-steps,4,2b7e151628aed2a6,10,16,359
equal-steps,4,2b7e151628aed2a6,11,12,717
equal-steps,4,2b7e151628aed2a6,11,13,358
equal-steps,4,2b7e151628aed2a6,11,14,359
equal-steps,4,2b7e151628aed2a6,11,15,716
equal-steps,4,2b7e151628aed2a6,11,16,716
equal-steps,4,2b7e151628aed2a6,12,13,358
equal-steps,4,2b7e151628aed2a6,12,14,716
equal-steps,4,2b7e151628aed2a6,12,15,1075
equal-steps,4,2b7e151628aed2a6,12,16,1432
equal-steps,4,2b7e151628aed2a6,13,14,1075
equal-steps,4,2b7e151628aed2a6,13,15,358
equal-steps,4,2b7e151628aed2a6,13,16,717
equal-steps,4,2b7e151628aed2a6,14,15,1074
equal-steps,4,2b7e151628aed2a6,14,16,359
equal-steps,4,2b7e151628aed2a6,15,16,717
equal-steps,4,77a19d3c4e280b51,0,1,403
equal-steps,4,77a19d3c4e280b51,0,2,807
equal-steps,4,77a19d3c4e280b51,0,3,1212
equal-steps,4,77a19d3c4e280b51,0,4,807
equal-steps,4,77a19d3c4e280b51,0,5,1212
equal-steps,4,77a19d3c4e280b51,0,6,808
equal-steps,4,77a19d3c4e280b51,0,7,807
equal-steps,4,77a19d3c4e280b51,0,8,807
equal-steps,4,77a19d3c4e280b51,0,9,404
equal-steps,4,77a19d3c4e280b51,0,10,808
equal-steps,4,77a19d3c4e280b51,0,11,404
equal-steps,4,77a19d3c4e280b51,0,12,404
equal-steps,4,77a19d3c4e280b51,0,13,807
equal-steps,4,77a19d3c4e280b51,0,14,808
equal-steps,4,77a19d3c4e280b51,0,15,808
equal-steps,4,77a19d3c4e280b51,0,16,808
equal-steps,4,77a19d3c4e280b51,1,2,808
equal-steps,4,77a19d3c4e280b51,1,3,404
equal-steps,4,77a19d3c4e280b51,1,4,404
equal-steps,4,77a19d3c4e280b51,1,5,808
equal-steps,4,77a19d3c4e280b51,1,6,403
equal-steps,4,77a19d3c4e280b51,1,7,403
equal-steps,4,77a19d3c4e280b51,1,8,808
equal-steps,4,77a19d3c4e280b51,1,9,1616
equal-steps,4,77a19d3c4e280b51,1,10,404
equal-steps,4,77a19d3c4e280b51,1,11,404
equal-steps,4,77a19d3c4e280b51,1,12,404
equal-steps,4,77a19d3c4e280b51,1,13,1614
equal-steps,4,77a19d3c4e280b51,1,14,808
equal-steps,4,77a19d3c4e280b51,1,15,808
equal-steps,4,77a19d3c4e280b51,1,16,403
equal-steps,4,77a19d3c4e280b51,2,3,404
equal-steps,4,77a19d3c4e280b51,2,4,1211
equal-steps,4,77a19d3c4e280b51,2,5,807
equal-steps,4,77a19d3c4e280b51,2,6,1615
equal-steps,4,77a19d3c4e280b51,2,7,404
equal-steps,4,77a19d3c4e280b51,2,8,1211
equal-steps,4,77a19d3c4e280b51,2,9,404
equal-steps,4,77a19d3c4e280b51,2,10,404
equal-steps,4,77a19d3c4e280b51,2,11,807
equal-steps,4,77a19d3c4e280b51,2,12,404
equal-steps,4,77a19d3c4e280b51,2,13,1212
equal-steps,4,77a19d3c4e280b51,2,14,808
equal-steps,4,77a19d3c4e280b51,2,15,404
equal-steps,4,77a19d3c4e280b51,2,16,404
equal-steps,4,77a19d3c4e280b51,3,4,404
equal-steps,4,77a19d3c4e280b51,3,5,404
equal-steps,4,77a19d3c4e280b51,3,6,404
equal-steps,4,77a19d3c4e280b51,3,7,404
equal-steps,4,77a19d3c4e280b51,3,8,807
equal-steps,4,77a19d3c4e280b51,3,9,1212
equal-steps,4,77a19d3c4e280b51,3,10,807
equal-steps,4,77a19d3c4e280b51,3,11,807
equal-steps,4,77a19d3c4e280b51,3,12,404
equal-steps,4,77a19d3c4e280b51,3,13,404
equal-steps,4,77a19d3c4e280b51,3,14,403
equal-steps,4,77a19d3c4e280b51,3,15,1211
equal-steps,4,77a19d3c4e280b51,3,16,1211
equal-steps,4,77a19d3c4e280b51,4,5,808
equal-steps,4,77a19d3c4e280b51,4,6,808
equal-steps,4,77a19d3c4e280b51,4,7,808
equal-steps,4,77a19d3c4e280b51,4,8,807
equal-steps,4,77a19d3c4e280b51,4,9,807
equal-steps,4,77a19d3c4e280b51,4,10,404
equal-steps,4,77a19d3c4e280b51,4,11,404
equal-steps,4,77a19d3c4e280b51,4,12,807
equal-steps,4,77a19d3c4e280b51,4,13,404
equal-steps,4,77a19d3c4e280b51,4,14,404
equal-steps,4,77a19d3c4e280b51,4,15,403
equal-steps,4,77a19d3c4e280b51,4,16,1212
equal-steps,4,77a19d3c4e280b51,5,6,807
equal-steps,4,77a19d3c4e280b51,5,7,404
equal-steps,4,77a19d3c4e280b51,5,8,404
equal-steps,4,77a19d3c4e280b51,5,9,808
equal-steps,4,77a19d3c4e280b51,5,10,404
equal-steps,4,77a19d3c4e280b51,5,11,1211
equal-steps,4,77a19d3c4e280b51,5,12,808
equal-steps,4,77a19d3c4e280b51,5,13,404
equal-steps,4,77a19d3c4e280b51,5,14,808
equal-steps,4,77a19d3c4e280b51,5,15,404
equal-steps,4,77a19d3c4e280b51,5,16,404
equal-steps,4,77a19d3c4e280b51,6,7,808
equal-steps,4,77a19d3c4e280b51,6,8,808
equal-steps,4,77a19d3c4e280b51,6,9,404
equal-steps,4,77a19d3c4e280b51,6,10,404
equal-steps,4,77a19d3c4e280b51,6,11,807
equal-steps,4,77a19d3c4e280b51,6,12,404
equal-steps,4,77a19d3c4e280b51,6,13,807
equal-steps,4,77a19d3c4e280b51,6,14,404
equal-steps,4,77a19d3c4e280b51,6,15,404
equal-steps,4,77a19d3c4e280b51,6,16,807
equal-steps,4,77a19d3c4e280b51,7,8,808
equal-steps,4,77a19d3c4e280b51,7,9,403
equal-steps,4,77a19d3c4e280b51,7,10,404
equal-steps,4,77a19d3c4e280b51,7,11,404
equal-steps,4,77a19d3c4e280b51,7,12,807
equal-steps,4,77a19d3c4e280b51,7,13,1211
equal-steps,4,77a19d3c4e280b51,7,14,807
equal-steps,4,77a19d3c4e280b51,7,15,404
equal-steps,4,77a19d3c4e280b51,7,16,1616
equal-steps,4,77a19d3c4e280b51,8,9,808
equal-steps,4,77a19d3c4e280b51,8,10,404
equal-steps,4,77a19d3c4e280b51,8,11,808
equal-steps,4,77a19d3c4e280b51,8,12,404
equal-steps,4,77a19d3c4e280b51,8,13,404
equal-steps,4,77a19d3c4e280b51,8,14,807
equal-steps,4,77a19d3c4e280b51,8,15,808
equal-steps,4,77a19d3c4e280b51,8,16,1211
equal-steps,4,77a19d3c4e280b51,9,10,404
equal-steps,4,77a19d3c4e280b51,9,11,404
equal-steps,4,77a19d3c4e280b51,9,12,1210
equal-steps,4,77a19d3c4e280b51,9,13,808
equal-steps,4,77a19d3c4e280b51,9,14,807
equal-steps,4,77a19d3c4e280b51,9,15,1211
equal-steps,4,77a19d3c4e280b51,9,16,404
equal-steps,4,77a19d3c4e280b51,10,11,1211
equal-steps,4,77a19d3c4e280b51,10,12,808
equal-steps,4,77a19d3c4e280b51,10,13,404
equal-steps,4,77a19d3c4e280b51,10,14,808
equal-steps,4,77a19d3c4e280b51,10,15,1211
equal-steps,4,77a19d3c4e280b51,10,16,404
equal-steps,4,77a19d3c4e280b51,11,12,808
equal-steps,4,77a19d3c4e280b51,11,13,808
equal-steps,4,77a19d3c4e280b51,11,14,1616
equal-steps,4,77a19d3c4e280b51,11,15,403
equal-steps,4,77a19d3c4e280b51,11,16,808
equal-steps,4,77a19d3c4e280b51,12,13,808
equal-steps,4,77a19d3c4e280b51,12,14,807
equal-steps,4,77a19d3c4e280b51,12,15,1211
equal-steps,4,77a19d3c4e280b51,12,16,404
equal-steps,4,77a19d3c4e280b51,13,14,808
equal-steps,4,77a19d3c4e280b51,13,15,404
equal-steps,4,77a19d3c4e280b51,13,16,807
equal-steps,4,77a19d3c4e280b51,14,15,404
equal-steps,4,77a19d3c4e280b51,14,16,807
equal-steps,4,77a19d3c4e280b51,15,16,404
equal-steps,4,1111222233334444,0,1,715
equal-steps,4,1111222233334444,0,2,716
equal-steps,4,1111222233334444,0,3,715
equal-steps,4,1111222233334444,0,4,358
equal-steps,4,1111222233334444,0,5,714
equal-steps,4,1111222233334444,0,6,358
equal-steps,4,1111222233334444,0,7,715
equal-steps,4,1111222233334444,0,8,715
equal-steps,4,1111222233334444,0,9,357
equal-steps,4,1111222233334444,0,10,715
equal-steps,4,1111222233334444,0,11,358
equal-steps,4,1111222233334444,0,12,715
equal-steps,4,1111222233334444,0,13,357
equal-steps,4,1111222233334444,0,14,1071
equal-steps,4,1111222233334444,0,15,358
equal-steps,4,1111222233334444,0,16,714
equal-steps,4,1111222233334444,1,2,1073
equal-steps,4,1111222233334444,1,3,715
equal-steps,4,1111222233334444,1,4,715
equal-steps,4,1111222233334444,1,5,714
equal-steps,4,1111222233334444,1,6,715
equal-steps,4,1111222233334444,1,7,358
equal-steps,4,1111222233334444,1,8,358
equal-steps,4,1111222233334444,1,9,358
equal-steps,4,1111222233334444,1,10,715
equal-steps,4,1111222233334444,1,11,715
equal-steps,4,1111222233334444,1,12,1072
equal-steps,4,1111222233334444,1,13,357
equal-steps,4,1111222233334444,1,14,358
equal-steps,4,1111222233334444,1,15,1072
equal-steps,4,1111222233334444,1,16,715
equal-steps,4,1111222233334444,2,3,358
equal-steps,4,1111222233334444,2,4,357
equal-steps,4,1111222233334444,2,5,358
equal-steps,4,1111222233334444,2,6,716
equal-steps,4,1111222233334444,2,7,715
equal-steps,4,1111222233334444,2,8,357
equal-steps,4,1111222233334444,2,9,714
equal-steps,4,1111222233334444,2,10,358
equal-steps,4,1111222233334444,2,11,357
equal-steps,4,1111222233334444,2,12,714
equal-steps,4,1111222233334444,2,13,358
equal-steps,4,1111222233334444,2,14,716
equal-steps,4,1111222233334444,2,15,715
equal-steps,4,1111222233334444,2,16,1072
equal-steps,4,1111222233334444,3,4,357
equal-steps,4,1111222233334444,3,5,714
equal-steps,4,1111222233334444,3,6,1073
equal-steps,4,1111222233334444,3,7,358
equal-steps,4,1111222233334444,3,8,358
equal-steps,4,1111222233334444,3,9,358
equal-steps,4,1111222233334444,3,10,357
equal-steps,4,1111222233334444,3,11,357
equal-steps,4,1111222233334444,3,12,715
equal-steps,4,1111222233334444,3,13,715
equal-steps,4,1111222233334444,3,14,714
equal-steps,4,1111222233334444,3,15,715
equal-steps,4,1111222233334444,3,16,1072
equal-steps,4,1111222233334444,4,5,1430
equal-steps,4,1111222233334444,4,6,357
equal-steps,4,1111222233334444,4,7,358
equal-steps,4,1111222233334444,4,8,1072
equal-steps,4,1111222233334444,4,9,358
equal-steps,4,1111222233334444,4,10,716
equal-steps,4,1111222233334444,4,11,1072
equal-steps,4,1111222233334444,4,12,714
equal-steps,4,1111222233334444,4,13,715
equal-steps,4,1111222233334444,4,14,716
equal-steps,4,1111222233334444,4,15,1072
equal-steps,4,1111222233334444,4,16,358
equal-steps,4,1111222233334444,5,6,358
equal-steps,4,1111222233334444,5,7,716
equal-steps,4,1111222233334444,5,8,715
equal-steps,4,1111222233334444,5,9,357
equal-steps,4,1111222233334444,5,10,358
equal-steps,4,1111222233334444,5,11,715
equal-steps,4,1111222233334444,5,12,1073
equal-steps,4,1111222233334444,5,13,715
equal-steps,4,1111222233334444,5,14,358
equal-steps,4,1111222233334444,5,15,715
equal-steps,4,1111222233334444,5,16,715
equal-steps,4,1111222233334444,6,7,357
equal-steps,4,1111222233334444,6,8,357
equal-steps,4,1111222233334444,6,9,357
equal-steps,4,1111222233334444,6,10,714
equal-steps,4,1111222233334444,6,11,715
equal-steps,4,1111222233334444,6,12,358
equal-steps,4,1111222233334444,6,13,714
equal-steps,4,1111222233334444,6,14,1072
equal-steps,4,1111222233334444,6,15,715
equal-steps,4,1111222233334444,6,16,715
equal-steps,4,1111222233334444,7,8,715
equal-steps,4,1111222233334444,7,9,357
equal-steps,4,1111222233334444,7,10,358
equal-steps,4,1111222233334444,7,11,716
equal-steps,4,1111222233334444,7,12,1072
equal-steps,4,1111222233334444,7,13,358
equal-steps,4,1111222233334444,7,14,714
equal-steps,4,1111222233334444,7,15,358
equal-steps,4,1111222233334444,7,16,358
equal-steps,4,1111222233334444,8,9,358
equal-steps,4,1111222233334444,8,10,357
equal-steps,4,1111222233334444,8,11,1431
equal-steps,4,1111222233334444,8,12,715
equal-steps,4,1111222233334444,8,13,358
equal-steps,4,1111222233334444,8,14,1072
equal-steps,4,1111222233334444,8,15,358
equal-steps,4,1111222233334444,8,16,358
equal-steps,4,1111222233334444,9,10,1072
equal-steps,4,1111222233334444,9,11,357
equal-steps,4,1111222233334444,9,12,715
equal-steps,4,1111222233334444,9,13,715
equal-steps,4,1111222233334444,9,14,358
equal-steps,4,1111222233334444,9,15,714
equal-steps,4,1111222233334444,9,16,1072
equal-steps,4,1111222233334444,10,11,714
equal-steps,4,1111222233334444,10,12,716
equal-steps,4,1111222233334444,10,13,1430
equal-steps,4,1111222233334444,10,14,715
equal-steps,4,1111222233334444,10,15,1072
equal-steps,4,1111222233334444,10,16,358
equal-steps,4,1111222233334444,11,12,358
equal-steps,4,1111222233334444,11,13,714
equal-steps,4,1111222233334444,11,14,358
equal-steps,4,1111222233334444,11,15,1073
equal-steps,4,1111222233334444,11,16,715
equal-steps,4,1111222233334444,12,13,716
equal-steps,4,1111222233334444,12,14,357
equal-steps,4,1111222233334444,12,15,357
equal-steps,4,1111222233334444,12,16,358
equal-steps,4,1111222233334444,13,14,716
equal-steps,4,1111222233334444,13,15,358
equal-steps,4,1111222233334444,13,16,358
equal-steps,4,1111222233334444,14,15,358
equal-steps,4,1111222233334444,14,16,1072
equal-steps,4,1111222233334444,15,16,715
equal-evaluations,1,2b7e151628aed2a6,0,1,0
equal-evaluations,1,2b7e151628aed2a6,0,2,0
equal-evaluations,1,2b7e151628aed2a6,0,3,0
equal-evaluations,1,2b7e151628aed2a6,0,4,0
equal-evaluations,1,2b7e151628aed2a6,0,5,0
equal-evaluations,1,2b7e151628aed2a6,0,6,0
equal-evaluations,1,2b7e151628aed2a6,0,7,0
equal-evaluations,1,2b7e151628aed2a6,0,8,0
equal-evaluations,1,2b7e151628aed2a6,0,9,0
equal-evaluations,1,2b7e151628aed2a6,0,10,0
equal-evaluations,1,2b7e151628aed2a6,0,11,0
equal-evaluations,1,2b7e151628aed2a6,0,12,0
equal-evaluations,1,2b7e151628aed2a6,0,13,0
equal-evaluations,1,2b7e151628aed2a6,0,14,0
equal-evaluations,1,2b7e151628aed2a6,0,15,0
equal-evaluations,1,2b7e151628aed2a6,0,16,0
equal-evaluations,1,2b7e151628aed2a6,1,2,0
equal-evaluations,1,2b7e151628aed2a6,1,3,0
equal-evaluations,1,2b7e151628aed2a6,1,4,0
equal-evaluations,1,2b7e151628aed2a6,1,5,0
equal-evaluations,1,2b7e151628aed2a6,1,6,0
equal-evaluations,1,2b7e151628aed2a6,1,7,0
equal-evaluations,1,2b7e151628aed2a6,1,8,0
equal-evaluations,1,2b7e151628aed2a6,1,9,0
equal-evaluations,1,2b7e151628aed2a6,1,10,0
equal-evaluations,1,2b7e151628aed2a6,1,11,0
equal-evaluations,1,2b7e151628aed2a6,1,12,0
equal-evaluations,1,2b7e151628aed2a6,1,13,0
equal-evaluations,1,2b7e151628aed2a6,1,14,0
equal-evaluations,1,2b7e151628aed2a6,1,15,0
equal-evaluations,1,2b7e151628aed2a6,1,16,0
equal-evaluations,1,2b7e151628aed2a6,2,3,0
equal-evaluations,1,2b7e151628aed2a6,2,4,0
equal-evaluations,1,2b7e151628aed2a6,2,5,0
equal-evaluations,1,2b7e151628aed2a6,2,6,0
equal-evaluations,1,2b7e151628aed2a6,2,7,0
equal-evaluations,1,2b7e151628aed2a6,2,8,0
equal-evaluations,1,2b7e151628aed2a6,2,9,0
equal-evaluations,1,2b7e151628aed2a6,2,10,0
equal-evaluations,1,2b7e151628aed2a6,2,11,0
equal-evaluations,1,2b7e151628aed2a6,2,12,0
equal-evaluations,1,2b7e151628aed2a6,2,13,0
equal-evaluations,1,2b7e151628aed2a6,2,14,0
equal-evaluations,1,2b7e151628aed2a6,2,15,0
equal-evaluations,1,2b7e151628aed2a6,2,16,0
equal-evaluations,1,2b7e151628aed2a6,3,4,0
equal-evaluations,1,2b7e151628aed2a6,3,5,0
equal-evaluations,1,2b7e151628aed2a6,3,6,0
equal-evaluations,1,2b7e151628aed2a6,3,7,0
equal-evaluations,1,2b7e151628aed2a6,3,8,0
equal-evaluations,1,2b7e151628aed2a6,3,9,0
equal-evaluations,1,2b7e151628aed2a6,3,10,0
equal-evaluations,1,2b7e151628aed2a6,3,11,0
equal-evaluations,1,2b7e151628aed2a6,3,12,0
equal-evaluations,1,2b7e151628aed2a6,3,13,0
equal-evaluations,1,2b7e151628aed2a6,3,14,0
equal-evaluations,1,2b7e151628aed2a6,3,15,0
equal-evaluations,1,2b7e151628aed2a6,3,16,0
equal-evaluations,1,2b7e151628aed2a6,4,5,0
equal-evaluations,1,2b7e151628aed2a6,4,6,0
equal-evaluations,1,2b7e151628aed2a6,4,7,0
equal-evaluations,1,2b7e151628aed2a6,4,8,0
equal-evaluations,1,2b7e151628aed2a6,4,9,0
equal-evaluations,1,2b7e151628aed2a6,4,10,0
equal-evaluations,1,2b7e151628aed2a6,4,11,0
equal-evaluations,1,2b7e151628aed2a6,4,12,0
equal-evaluations,1,2b7e151628aed2a6,4,13,0
equal-evaluations,1,2b7e151628aed2a6,4,14,0
equal-evaluations,1,2b7e151628aed2a6,4,15,0
equal-evaluations,1,2b7e151628aed2a6,4,16,0
equal-evaluations,1,2b7e151628aed2a6,5,6,0
equal-evaluations,1,2b7e151628aed2a6,5,7,0
equal-evaluations,1,2b7e151628aed2a6,5,8,0
equal-evaluations,1,2b7e151628aed2a6,5,9,0
equal-evaluations,1,2b7e151628aed2a6,5,10,0
equal-evaluations,1,2b7e151628aed2a6,5,11,0
equal-evaluations,1,2b7e151628aed2a6,5,12,0
equal-evaluations,1,2b7e151628aed2a6,5,13,0
equal-evaluations,1,2b7e151628aed2a6,5,14,0
equal-evaluations,1,2b7e151628aed2a6,5,15,0
equal-evaluations,1,2b7e151628aed2a6,5,16,0
equal-evaluations,1,2b7e151628aed2a6,6,7,0
equal-evaluations,1,2b7e151628aed2a6,6,8,0
equal-evaluations,1,2b7e151628aed2a6,6,9,0
equal-evaluations,1,2b7e151628aed2a6,6,10,0
equal-evaluations,1,2b7e151628aed2a6,6,11,0
equal-evaluations,1,2b7e151628aed2a6,6,12,0
equal-evaluations,1,2b7e151628aed2a6,6,13,0
equal-evaluations,1,2b7e151628aed2a6,6,14,0
equal-evaluations,1,2b7e151628aed2a6,6,15,0
equal-evaluations,1,2b7e151628aed2a6,6,16,0
equal-evaluations,1,2b7e151628aed2a6,7,8,0
equal-evaluations,1,2b7e151628aed2a6,7,9,0
equal-evaluations,1,2b7e151628aed2a6,7,10,0
equal-evaluations,1,2b7e151628aed2a6,7,11,0
