comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
112,2b7e151628aed2a6,1,4400,7,58,7,58,0.02000000,0.02000000,7,58,0.00500000,0.02000000,1.979582011700e-4,2.083107829094e-4,1.035258173943e-5,1.035258173943e-5,-9.153410792351e-5,-4.346296191216e-5,-4.807114601135e-5,-1.018866896629e-4,-5.381554365158e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
113,2b7e151628aed2a6,0,4550,58,61,58,61,0.02000000,0.01000000,58,61,-0.02000000,-0.01000000,-6.122514605522e-5,-6.165355443954e-5,4.284083843231e-7,-4.284083843231e-7,-1.280166208744e-3,-5.603581666946e-4,-7.198080420494e-4,-1.279737800360e-3,-5.599297583103e-4,4.472138360143e-2,4.472138360143e-2,4.472138360143e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
114,2b7e151628aed2a6,1,4550,58,61,58,61,0.02000000,0.01000000,58,61,0.02000000,0.00500000,-6.122514605522e-5,-5.527585744858e-5,5.949288606644e-6,5.949288606644e-6,-3.494694828987e-5,-3.465265035629e-5,-2.942979335785e-7,-4.089623689651e-5,-4.060193896294e-5,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
115,2b7e151628aed2a6,0,4600,82,14,82,14,-0.02000000,-0.02000000,82,14,-0.01000000,-0.02000000,4.370510578156e-5,4.527717828751e-5,1.572072505951e-6,1.572072505951e-6,6.332993507385e-8,6.332993507385e-8,0.000000000000e0,-1.508742570877e-6,-1.508742570877e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
116,2b7e151628aed2a6,1,4600,82,14,82,14,-0.02000000,-0.02000000,82,14,-0.00500000,-0.02000000,4.370510578156e-5,4.604086279869e-5,2.335757017136e-6,2.335757017136e-6,-1.911073923111e-6,-1.911073923111e-6,0.000000000000e0,-4.246830940247e-6,-4.246830940247e-6,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
117,2b7e151628aed2a6,0,4650,8,65,8,65,0.02000000,0.00000000,8,65,0.02000000,-0.01000000,-8.838735520840e-4,-8.838735520840e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
118,2b7e151628aed2a6,1,4650,8,65,8,65,0.02000000,0.00000000,8,65,0.02000000,-0.00500000,-8.838735520840e-4,-8.838735520840e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
119,2b7e151628aed2a6,0,4700,34,16,34,16,-0.02000000,-0.02000000,34,16,-0.01000000,-0.02000000,1.133777201176e-3,1.100465655327e-3,3.331154584885e-5,-3.331154584885e-5,-7.176399230957e-5,-1.531094312668e-5,-5.645304918289e-5,-3.845244646072e-5,1.800060272217e-5,9.999999776483e-3,9.999999776483e-3,9.999999776483e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
120,2b7e151628aed2a6,0,4750,6,21,6,21,0.02000000,0.01000000,6,21,0.02000000,-0.01000000,1.757740974426e-4,2.046003937721e-4,2.882629632950e-5,2.882629632950e-5,-2.849362790585e-4,1.453422009945e-4,-4.302784800529e-4,-3.137625753880e-4,1.165159046650e-4,1.999998092651e-2,1.999998092651e-2,1.999998092651e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
121,2b7e151628aed2a6,1,4750,6,21,6,21,0.02000000,0.01000000,6,21,0.02000000,0.00500000,1.757740974426e-4,2.111122012138e-4,3.533810377121e-5,3.533810377121e-5,-4.937872290611e-5,-2.924352884293e-6,-4.645437002182e-5,-8.471682667732e-5,-3.826245665550e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
122,77a19d3c4e280b51,0,200,78,74,78,74,0.00000000,0.02000000,78,74,-0.00500000,0.02000000,4.521608352661e-4,4.431009292603e-4,9.059906005859e-6,-9.059906005859e-6,-9.655952453613e-6,-9.655952453613e-6,0.000000000000e0,-5.960464477539e-7,-5.960464477539e-7,4.999998956919e-3,4.999998956919e-3,4.999998956919e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
123,77a19d3c4e280b51,1,200,78,74,78,74,0.00000000,0.02000000,78,74,0.00500000,0.02000000,4.521608352661e-4,4.612207412720e-4,9.059906005859e-6,9.059906005859e-6,9.536743164062e-6,9.536743164062e-6,0.000000000000e0,4.768371582031e-7,4.768371582031e-7,5.000002682209e-3,5.000002682209e-3,5.000002682209e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
124,77a19d3c4e280b51,0,400,72,111,72,111,-0.02000000,0.00000000,72,111,-0.02000000,-0.00500000,5.764961242676e-4,5.764961242676e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
125,77a19d3c4e280b51,1,400,72,111,72,111,-0.02000000,0.00000000,72,111,-0.02000000,0.02000000,5.764961242676e-4,5.764961242676e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
126,77a19d3c4e280b51,0,450,16,21,16,21,-0.02000000,-0.01000000,16,21,0.02000000,-0.01000000,-2.961754798889e-4,-3.002882003784e-4,4.112720489502e-6,-4.112720489502e-6,2.889633178711e-4,1.401662826538e-3,-1.112699508667e-3,2.930760383606e-4,1.405775547028e-3,4.000002145767e-2,4.000002145767e-2,4.000002145767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
127,77a19d3c4e280b51,1,450,16,21,16,21,-0.02000000,-0.01000000,16,21,0.02000000,0.02000000,-2.961754798889e-4,-3.046989440918e-4,8.523464202881e-6,-8.523464202881e-6,-2.938508987427e-5,2.322375774384e-3,-2.351760864258e-3,-2.086162567139e-5,2.330899238586e-3,5.000001564622e-2,5.000001937151e-2,5.000001192093e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
128,77a19d3c4e280b51,0,500,62,75,62,75,-0.02000000,-0.02000000,62,75,-0.01000000,-0.02000000,1.484751701355e-4,1.187324523926e-4,2.974271774292e-5,-2.974271774292e-5,-3.856420516968e-5,-3.856420516968e-5,0.000000000000e0,-8.821487426758e-6,-8.821487426758e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
129,77a19d3c4e280b51,1,500,62,75,62,75,-0.02000000,-0.02000000,62,75,-0.02000000,-0.01000000,1.484751701355e-4,1.055002212524e-4,4.297494888306e-5,-4.297494888306e-5,-9.083747863770e-5,-3.451108932495e-5,-5.632638931274e-5,-4.786252975464e-5,8.463859558105e-6,9.999997913837e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
130,77a19d3c4e280b51,0,600,19,72,19,72,0.02000000,-0.02000000,19,72,-0.01000000,-0.02000000,5.440711975098e-4,5.654096603394e-4,2.133846282959e-5,2.133846282959e-5,-3.726482391357e-4,2.348423004150e-4,-6.074905395508e-4,-3.939867019653e-4,2.135038375854e-4,3.000000119209e-2,3.000000119209e-2,3.000000119209e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
131,77a19d3c4e280b51,0,650,52,16,52,16,0.00000000,-0.02000000,52,16,0.01000000,-0.02000000,-7.780790328979e-4,-7.780790328979e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
132,77a19d3c4e280b51,1,650,52,16,52,16,0.00000000,-0.02000000,52,16,0.02000000,-0.02000000,-7.780790328979e-4,-7.780790328979e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
133,77a19d3c4e280b51,0,750,41,104,41,104,0.00000000,-0.02000000,41,104,0.01000000,-0.02000000,3.662705421448e-4,3.662705421448e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
134,77a19d3c4e280b51,1,750,41,104,41,104,0.00000000,-0.02000000,41,104,-0.00500000,-0.02000000,3.662705421448e-4,3.662705421448e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,5.000002682209e-3,5.000002682209e-3,5.000002682209e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
135,77a19d3c4e280b51,0,800,104,18,104,18,-0.02000000,0.02000000,104,18,-0.02000000,0.01000000,5.220174789429e-4,5.258321762085e-4,3.814697265625e-6,3.814697265625e-6,-2.524852752686e-4,-2.356767654419e-4,-1.680850982666e-5,-2.562999725342e-4,-2.394914627075e-4,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
136,77a19d3c4e280b51,1,800,104,18,104,18,-0.02000000,0.02000000,104,18,-0.02000000,0.00500000,5.220174789429e-4,4.775524139404e-4,4.446506500244e-5,-4.446506500244e-5,-4.320144653320e-4,-2.855658531189e-4,-1.464486122131e-4,-3.875494003296e-4,-2.411007881165e-4,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
137,77a19d3c4e280b51,0,850,24,75,24,75,0.02000000,-0.02000000,24,75,0.02000000,0.02000000,2.924799919128e-4,3.402829170227e-4,4.780292510986e-5,4.780292510986e-5,1.215934753418e-4,6.041526794434e-4,-4.825592041016e-4,7.379055023193e-5,5.563497543335e-4,4.000002145767e-2,4.000002145767e-2,4.000002145767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
138,77a19d3c4e280b51,0,1000,72,81,72,81,-0.02000000,0.00000000,72,81,-0.02000000,-0.00500000,4.488825798035e-4,4.488825798035e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
139,77a19d3c4e280b51,1,1000,72,81,72,81,-0.02000000,0.00000000,72,81,-0.02000000,0.00500000,4.488825798035e-4,4.488825798035e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
140,77a19d3c4e280b51,0,1050,75,55,75,55,-0.02000000,0.01000000,75,55,0.02000000,0.01000000,-2.956390380859e-5,-2.920627593994e-5,3.576278686523e-7,3.576278686523e-7,-2.067685127258e-4,6.079673767090e-6,-2.128481864929e-4,-2.071261405945e-4,5.722045898438e-6,3.999996185303e-2,3.999996185303e-2,3.999996185303e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
141,77a19d3c4e280b51,1,1050,75,55,75,55,-0.02000000,0.01000000,75,55,0.02000000,0.00500000,-2.956390380859e-5,-3.015995025635e-5,5.960464477539e-7,-5.960464477539e-7,-2.025961875916e-4,-1.573562622070e-5,-1.868605613708e-4,-2.020001411438e-4,-1.513957977295e-5,4.031125083566e-2,4.031125083566e-2,4.031125083566e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
142,77a19d3c4e280b51,0,1100,12,95,12,95,-0.02000000,-0.01000000,12,95,-0.02000000,-0.00500000,8.268952369690e-4,8.571743965149e-4,3.027915954590e-5,3.027915954590e-5,4.148483276367e-5,4.148483276367e-5,0.000000000000e0,1.120567321777e-5,1.120567321777e-5,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
143,77a19d3c4e280b51,0,1250,31,7,31,7,0.01000000,-0.02000000,31,7,0.00500000,-0.02000000,4.147887229919e-4,4.405975341797e-4,2.580881118774e-5,2.580881118774e-5,4.574656486511e-5,2.181529998779e-5,2.393126487732e-5,1.993775367737e-5,-3.993511199951e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
144,77a19d3c4e280b51,0,1300,116,22,116,22,0.02000000,-0.02000000,116,22,0.02000000,0.02000000,-6.537139415741e-4,-6.700158119202e-4,1.630187034607e-5,-1.630187034607e-5,-3.376603126526e-4,1.764386892319e-3,-2.102047204971e-3,-3.213584423065e-4,1.780688762665e-3,4.000002145767e-2,4.000002145767e-2,4.000002145767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
145,77a19d3c4e280b51,0,1350,15,100,15,100,0.02000000,-0.02000000,15,100,0.00500000,0.00000000,-6.145238876343e-5,-8.890032768250e-5,2.744793891907e-5,-2.744793891907e-5,-6.315112113953e-5,-5.933642387390e-5,-3.814697265625e-6,-3.570318222046e-5,-3.188848495483e-5,2.499997615814e-2,2.499997615814e-2,2.499997615814e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
