method,seed,commit,train_loss,validation_loss,train_accuracy,validation_accuracy
independent_random,2b7e151628aed2a6,2200,0.778486073,0.798656225,0.625000,0.666667
independent_random,2b7e151628aed2a6,2250,0.761017740,0.782120466,0.729167,0.687500
independent_random,2b7e151628aed2a6,2300,0.748011053,0.789598703,0.677083,0.729167
independent_random,2b7e151628aed2a6,2350,0.738008201,0.770654738,0.635417,0.687500
independent_random,2b7e151628aed2a6,2400,0.721673071,0.752003610,0.697917,0.729167
independent_random,2b7e151628aed2a6,2450,0.711187661,0.748508215,0.697917,0.729167
independent_random,2b7e151628aed2a6,2500,0.696842611,0.728296101,0.750000,0.770833
independent_random,2b7e151628aed2a6,2550,0.687472522,0.731130421,0.708333,0.687500
independent_random,2b7e151628aed2a6,2600,0.679401636,0.722187221,0.697917,0.708333
independent_random,2b7e151628aed2a6,2650,0.660176039,0.694224417,0.739583,0.770833
independent_random,2b7e151628aed2a6,2700,0.648325145,0.688370526,0.729167,0.791667
independent_random,2b7e151628aed2a6,2750,0.638448536,0.681534231,0.781250,0.791667
independent_random,2b7e151628aed2a6,2800,0.631589055,0.670378923,0.760417,0.833333
independent_random,2b7e151628aed2a6,2850,0.611253023,0.651957989,0.802083,0.812500
independent_random,2b7e151628aed2a6,2900,0.604393601,0.631635010,0.802083,0.854167
independent_random,2b7e151628aed2a6,2950,0.593736947,0.640726984,0.812500,0.812500
independent_random,2b7e151628aed2a6,3000,0.594540417,0.610214889,0.802083,0.812500
independent_random,2b7e151628aed2a6,3050,0.583196342,0.622449160,0.802083,0.812500
independent_random,2b7e151628aed2a6,3100,0.572514474,0.592666447,0.822917,0.833333
independent_random,2b7e151628aed2a6,3150,0.573867977,0.609479845,0.843750,0.770833
independent_random,2b7e151628aed2a6,3200,0.568101048,0.583705485,0.854167,0.812500
independent_random,2b7e151628aed2a6,3250,0.560256541,0.580527902,0.854167,0.833333
independent_random,2b7e151628aed2a6,3300,0.554823339,0.592272162,0.843750,0.833333
independent_random,2b7e151628aed2a6,3350,0.544208825,0.576896250,0.854167,0.854167
independent_random,2b7e151628aed2a6,3400,0.545876682,0.584175408,0.843750,0.833333
independent_random,2b7e151628aed2a6,3450,0.533922255,0.564146340,0.854167,0.833333
independent_random,2b7e151628aed2a6,3500,0.537388146,0.575002074,0.854167,0.854167
independent_random,2b7e151628aed2a6,3550,0.522064626,0.547656238,0.833333,0.854167
independent_random,2b7e151628aed2a6,3600,0.528817296,0.551837802,0.843750,0.833333
independent_random,2b7e151628aed2a6,3650,0.523019016,0.539679945,0.822917,0.854167
independent_random,2b7e151628aed2a6,3700,0.532657206,0.564719379,0.843750,0.854167
independent_random,2b7e151628aed2a6,3750,0.509965897,0.527043879,0.854167,0.833333
independent_random,2b7e151628aed2a6,3800,0.505278349,0.525089443,0.864583,0.854167
independent_random,2b7e151628aed2a6,3850,0.502994716,0.528066814,0.864583,0.875000
independent_random,2b7e151628aed2a6,3900,0.502342105,0.512066364,0.833333,0.895833
independent_random,2b7e151628aed2a6,3950,0.494673252,0.502289116,0.833333,0.895833
independent_random,2b7e151628aed2a6,4000,0.499968022,0.540022790,0.864583,0.833333
independent_random,2b7e151628aed2a6,4050,0.481795222,0.499835610,0.843750,0.916667
independent_random,2b7e151628aed2a6,4100,0.480763763,0.510637701,0.875000,0.895833
independent_random,2b7e151628aed2a6,4150,0.471616358,0.490439892,0.864583,0.895833
independent_random,2b7e151628aed2a6,4200,0.466766357,0.496917486,0.864583,0.916667
independent_random,2b7e151628aed2a6,4250,0.471273333,0.484673411,0.864583,0.875000
independent_random,2b7e151628aed2a6,4300,0.457863599,0.480819315,0.854167,0.854167
independent_random,2b7e151628aed2a6,4350,0.455705673,0.463776618,0.822917,0.875000
independent_random,2b7e151628aed2a6,4400,0.452503234,0.472240299,0.875000,0.916667
independent_random,2b7e151628aed2a6,4450,0.444004983,0.468722224,0.854167,0.875000
independent_random,2b7e151628aed2a6,4500,0.445583731,0.450426072,0.854167,0.875000
independent_random,2b7e151628aed2a6,4550,0.442331105,0.465698123,0.833333,0.854167
independent_random,2b7e151628aed2a6,4600,0.437553972,0.468736559,0.843750,0.875000
independent_random,2b7e151628aed2a6,4650,0.437689185,0.461084843,0.885417,0.875000
independent_random,2b7e151628aed2a6,4700,0.433823615,0.466109276,0.854167,0.895833
independent_random,2b7e151628aed2a6,4750,0.436463863,0.445801616,0.854167,0.916667
independent_random,2b7e151628aed2a6,4800,0.434733897,0.440790534,0.843750,0.875000
independent_random,77a19d3c4e280b51,50,1.102341533,1.102442265,0.333333,0.333333
independent_random,77a19d3c4e280b51,100,1.097103715,1.098185062,0.333333,0.333333
independent_random,77a19d3c4e280b51,150,1.093347907,1.095461845,0.333333,0.333333
independent_random,77a19d3c4e280b51,200,1.089043856,1.091421008,0.343750,0.333333
independent_random,77a19d3c4e280b51,250,1.087738156,1.090723395,0.395833,0.416667
independent_random,77a19d3c4e280b51,300,1.087851882,1.091356516,0.343750,0.312500
independent_random,77a19d3c4e280b51,350,1.081631064,1.086339593,0.385417,0.437500
independent_random,77a19d3c4e280b51,400,1.078460813,1.082997680,0.447917,0.437500
independent_random,77a19d3c4e280b51,450,1.082680821,1.087531924,0.333333,0.333333
independent_random,77a19d3c4e280b51,500,1.077814460,1.082483530,0.354167,0.333333
independent_random,77a19d3c4e280b51,550,1.072146058,1.077599168,0.437500,0.395833
independent_random,77a19d3c4e280b51,600,1.072767615,1.078115702,0.437500,0.395833
independent_random,77a19d3c4e280b51,650,1.065197587,1.071854234,0.468750,0.437500
independent_random,77a19d3c4e280b51,700,1.063216329,1.069961429,0.385417,0.375000
independent_random,77a19d3c4e280b51,750,1.051135182,1.059436917,0.489583,0.437500
independent_random,77a19d3c4e280b51,800,1.042832017,1.051428556,0.479167,0.500000
independent_random,77a19d3c4e280b51,850,1.040464878,1.048005819,0.447917,0.375000
independent_random,77a19d3c4e280b51,900,1.036943078,1.042641521,0.468750,0.437500
independent_random,77a19d3c4e280b51,950,1.035587192,1.043101430,0.427083,0.416667
independent_random,77a19d3c4e280b51,1000,1.034425020,1.044799805,0.427083,0.416667
independent_random,77a19d3c4e280b51,1050,1.016519666,1.026409268,0.552083,0.458333
independent_random,77a19d3c4e280b51,1100,1.008653760,1.019615769,0.500000,0.416667
independent_random,77a19d3c4e280b51,1150,1.006217360,1.019176841,0.572917,0.562500
independent_random,77a19d3c4e280b51,1200,0.998334825,1.011213183,0.500000,0.458333
independent_random,77a19d3c4e280b51,1250,0.998608112,1.016287208,0.468750,0.416667
independent_random,77a19d3c4e280b51,1300,0.979926050,0.997467697,0.489583,0.437500
independent_random,77a19d3c4e280b51,1350,0.970620573,0.987737656,0.520833,0.479167
independent_random,77a19d3c4e280b51,1400,0.965861022,0.983098686,0.552083,0.541667
independent_random,77a19d3c4e280b51,1450,0.955622971,0.970096529,0.489583,0.479167
independent_random,77a19d3c4e280b51,1500,0.947831154,0.968872845,0.500000,0.500000
independent_random,77a19d3c4e280b51,1550,0.945045471,0.963724315,0.541667,0.500000
independent_random,77a19d3c4e280b51,1600,0.941589057,0.963725269,0.510417,0.479167
independent_random,77a19d3c4e280b51,1650,0.927540839,0.946500957,0.583333,0.520833
independent_random,77a19d3c4e280b51,1700,0.913250446,0.929227173,0.552083,0.479167
independent_random,77a19d3c4e280b51,1750,0.909231007,0.920320511,0.552083,0.500000
independent_random,77a19d3c4e280b51,1800,0.893507540,0.910890639,0.572917,0.541667
independent_random,77a19d3c4e280b51,1850,0.880553544,0.899425030,0.583333,0.500000
independent_random,77a19d3c4e280b51,1900,0.868615210,0.889187753,0.614583,0.562500
independent_random,77a19d3c4e280b51,1950,0.859212220,0.874358177,0.656250,0.604167
independent_random,77a19d3c4e280b51,2000,0.853329957,0.874560058,0.687500,0.583333
independent_random,77a19d3c4e280b51,2050,0.844195306,0.862699687,0.697917,0.645833
independent_random,77a19d3c4e280b51,2100,0.829877317,0.846709728,0.677083,0.645833
independent_random,77a19d3c4e280b51,2150,0.823437750,0.838645041,0.739583,0.729167
independent_random,77a19d3c4e280b51,2200,0.800909936,0.818923891,0.750000,0.791667
independent_random,77a19d3c4e280b51,2250,0.781199694,0.802494347,0.770833,0.770833
independent_random,77a19d3c4e280b51,2300,0.764569461,0.790186465,0.760417,0.708333
independent_random,77a19d3c4e280b51,2350,0.756895959,0.771384776,0.760417,0.708333
independent_random,77a19d3c4e280b51,2400,0.738127947,0.766483724,0.791667,0.687500
independent_random,77a19d3c4e280b51,2450,0.718727291,0.754258454,0.760417,0.687500
independent_random,77a19d3c4e280b51,2500,0.708115339,0.737896979,0.791667,0.791667
independent_random,77a19d3c4e280b51,2550,0.686032236,0.714595795,0.729167,0.750000
independent_random,77a19d3c4e280b51,2600,0.680330932,0.701329947,0.760417,0.812500
independent_random,77a19d3c4e280b51,2650,0.672189713,0.709594309,0.750000,0.729167
independent_random,77a19d3c4e280b51,2700,0.655629098,0.678317845,0.791667,0.791667
independent_random,77a19d3c4e280b51,2750,0.640463412,0.654371917,0.812500,0.770833
independent_random,77a19d3c4e280b51,2800,0.630202472,0.649548054,0.802083,0.812500
independent_random,77a19d3c4e280b51,2850,0.606856287,0.636745393,0.833333,0.854167
independent_random,77a19d3c4e280b51,2900,0.592635155,0.628641427,0.843750,0.833333
independent_random,77a19d3c4e280b51,2950,0.589335740,0.616506994,0.822917,0.854167
independent_random,77a19d3c4e280b51,3000,0.579994857,0.618938744,0.864583,0.875000
independent_random,77a19d3c4e280b51,3050,0.565680265,0.600721300,0.854167,0.895833
independent_random,77a19d3c4e280b51,3100,0.550649345,0.587852180,0.822917,0.854167
independent_random,77a19d3c4e280b51,3150,0.538388252,0.586964190,0.875000,0.895833
independent_random,77a19d3c4e280b51,3200,0.525517166,0.568709016,0.854167,0.875000
independent_random,77a19d3c4e280b51,3250,0.525102198,0.585567951,0.854167,0.854167
independent_random,77a19d3c4e280b51,3300,0.513282299,0.557211518,0.822917,0.812500
independent_random,77a19d3c4e280b51,3350,0.513450503,0.545585155,0.822917,0.916667
independent_random,77a19d3c4e280b51,3400,0.498895377,0.550733089,0.833333,0.791667
independent_random,77a19d3c4e280b51,3450,0.491304010,0.546230376,0.875000,0.833333
independent_random,77a19d3c4e280b51,3500,0.489363313,0.531006157,0.822917,0.895833
independent_random,77a19d3c4e280b51,3550,0.478484660,0.515848100,0.843750,0.875000
independent_random,77a19d3c4e280b51,3600,0.477428436,0.528184414,0.854167,0.916667
independent_random,77a19d3c4e280b51,3650,0.465237468,0.515823781,0.875000,0.895833
independent_random,77a19d3c4e280b51,3700,0.458121866,0.499627709,0.885417,0.937500
independent_random,77a19d3c4e280b51,3750,0.460743457,0.501218259,0.854167,0.895833
independent_random,77a19d3c4e280b51,3800,0.454035431,0.506886899,0.843750,0.937500
independent_random,77a19d3c4e280b51,3850,0.457482845,0.518363893,0.875000,0.854167
independent_random,77a19d3c4e280b51,3900,0.448447108,0.505384326,0.875000,0.875000
independent_random,77a19d3c4e280b51,3950,0.441904902,0.501565516,0.864583,0.875000
independent_random,77a19d3c4e280b51,4000,0.438692570,0.494998455,0.885417,0.937500
independent_random,77a19d3c4e280b51,4050,0.433527321,0.480405807,0.843750,0.937500
independent_random,77a19d3c4e280b51,4100,0.433381945,0.473303646,0.833333,0.833333
independent_random,77a19d3c4e280b51,4150,0.425707072,0.477294922,0.854167,0.895833
independent_random,77a19d3c4e280b51,4200,0.419031590,0.475631118,0.875000,0.895833
independent_random,77a19d3c4e280b51,4250,0.416125804,0.478656501,0.906250,0.895833
independent_random,77a19d3c4e280b51,4300,0.412081003,0.472351938,0.895833,0.875000
independent_random,77a19d3c4e280b51,4350,0.419618875,0.491494566,0.885417,0.854167
independent_random,77a19d3c4e280b51,4400,0.413781404,0.472446769,0.843750,0.895833
independent_random,77a19d3c4e280b51,4450,0.399170995,0.456168205,0.885417,0.895833
independent_random,77a19d3c4e280b51,4500,0.395701885,0.457870245,0.895833,0.895833
independent_random,77a19d3c4e280b51,4550,0.394282103,0.469821811,0.906250,0.875000
independent_random,77a19d3c4e280b51,4600,0.388785511,0.467356414,0.875000,0.875000
independent_random,77a19d3c4e280b51,4650,0.392777473,0.460759640,0.875000,0.895833
independent_random,77a19d3c4e280b51,4700,0.381115198,0.438495606,0.875000,0.895833
independent_random,77a19d3c4e280b51,4750,0.380692840,0.450219005,0.875000,0.916667
independent_random,77a19d3c4e280b51,4800,0.377204806,0.448801994,0.906250,0.937500
independent_random,1111222233334444,50,1.104539037,1.104914665,0.333333,0.333333
independent_random,1111222233334444,100,1.097295046,1.098508000,0.479167,0.479167
independent_random,1111222233334444,150,1.097197771,1.098425031,0.333333,0.333333
independent_random,1111222233334444,200,1.089481711,1.091453433,0.343750,0.333333
independent_random,1111222233334444,250,1.086914659,1.089433074,0.364583,0.312500
independent_random,1111222233334444,300,1.082116723,1.085187912,0.427083,0.437500
independent_random,1111222233334444,350,1.075519204,1.078533411,0.520833,0.562500
independent_random,1111222233334444,400,1.079621673,1.083115935,0.427083,0.416667
independent_random,1111222233334444,450,1.066374540,1.069496512,0.437500,0.437500
independent_random,1111222233334444,500,1.066869140,1.070735812,0.427083,0.458333
independent_random,1111222233334444,550,1.059302568,1.064306378,0.479167,0.437500
independent_random,1111222233334444,600,1.060796022,1.067332983,0.437500,0.416667
independent_random,1111222233334444,650,1.048518777,1.054959178,0.468750,0.416667
independent_random,1111222233334444,700,1.044889331,1.052089214,0.479167,0.479167
independent_random,1111222233334444,750,1.037356019,1.044271588,0.531250,0.500000
independent_random,1111222233334444,800,1.031702399,1.039523125,0.520833,0.479167
independent_random,1111222233334444,850,1.025070310,1.033246398,0.458333,0.437500
independent_random,1111222233334444,900,1.025251985,1.037299633,0.489583,0.416667
independent_random,1111222233334444,950,1.016161799,1.026351571,0.479167,0.458333
independent_random,1111222233334444,1000,1.014803052,1.024781108,0.479167,0.437500
independent_random,1111222233334444,1050,1.010067821,1.018546462,0.489583,0.437500
independent_random,1111222233334444,1100,1.006415606,1.015158534,0.510417,0.437500
independent_random,1111222233334444,1150,1.003789186,1.011035800,0.479167,0.458333
independent_random,1111222233334444,1200,1.000916243,1.006280184,0.520833,0.520833
independent_random,1111222233334444,1250,0.994266033,1.001262665,0.520833,0.520833
independent_random,1111222233334444,1300,0.989834487,0.997844756,0.458333,0.437500
independent_random,1111222233334444,1350,0.986864090,0.998673141,0.479167,0.437500
independent_random,1111222233334444,1400,0.995431185,1.013188839,0.489583,0.500000
independent_random,1111222233334444,1450,0.978107929,0.990261376,0.468750,0.437500
independent_random,1111222233334444,1500,0.975539923,0.984637022,0.437500,0.416667
independent_random,1111222233334444,1550,0.972803891,0.987583220,0.479167,0.437500
independent_random,1111222233334444,1600,0.968446672,0.978753746,0.479167,0.437500
independent_random,1111222233334444,1650,0.966776431,0.982599735,0.489583,0.437500
independent_random,1111222233334444,1700,0.961318552,0.967519462,0.552083,0.500000
independent_random,1111222233334444,1750,0.957029760,0.957124233,0.489583,0.437500
independent_random,1111222233334444,1800,0.955490530,0.965042591,0.468750,0.458333
independent_random,1111222233334444,1850,0.946989715,0.964897394,0.458333,0.416667
independent_random,1111222233334444,1900,0.937064707,0.947425127,0.541667,0.541667
independent_random,1111222233334444,1950,0.933503091,0.946244895,0.479167,0.479167
independent_random,1111222233334444,2000,0.923769236,0.938345909,0.552083,0.520833
independent_random,1111222233334444,2050,0.915490150,0.923413455,0.520833,0.520833
independent_random,1111222233334444,2100,0.914470375,0.916970491,0.531250,0.437500
independent_random,1111222233334444,2150,0.905953705,0.912372530,0.500000,0.458333
independent_random,1111222233334444,2200,0.897487462,0.902731895,0.520833,0.458333
independent_random,1111222233334444,2250,0.885085404,0.884447336,0.552083,0.520833
independent_random,1111222233334444,2300,0.878925323,0.885537863,0.552083,0.437500
independent_random,1111222233334444,2350,0.874566376,0.876641273,0.572917,0.479167
independent_random,1111222233334444,2400,0.872352779,0.863846719,0.541667,0.479167
independent_random,1111222233334444,2450,0.864660919,0.865507901,0.541667,0.458333
independent_random,1111222233334444,2500,0.852856636,0.847693026,0.541667,0.520833
independent_random,1111222233334444,2550,0.836775601,0.840778351,0.614583,0.604167
independent_random,1111222233334444,2600,0.835043907,0.849859774,0.604167,0.500000
independent_random,1111222233334444,2650,0.812987566,0.822124302,0.625000,0.583333
independent_random,1111222233334444,2700,0.799023330,0.806353629,0.708333,0.645833
independent_random,1111222233334444,2750,0.786273241,0.787475824,0.697917,0.645833
independent_random,1111222233334444,2800,0.777817070,0.777115107,0.666667,0.666667
independent_random,1111222233334444,2850,0.766326129,0.778253019,0.802083,0.687500
independent_random,1111222233334444,2900,0.739794254,0.743410587,0.677083,0.625000
independent_random,1111222233334444,2950,0.732799828,0.744331658,0.677083,0.604167
independent_random,1111222233334444,3000,0.730769873,0.755718291,0.677083,0.604167
independent_random,1111222233334444,3050,0.712603033,0.728379726,0.760417,0.687500
independent_random,1111222233334444,3100,0.701673687,0.706909001,0.708333,0.625000
independent_random,1111222233334444,3150,0.697056472,0.703713417,0.760417,0.750000
independent_random,1111222233334444,3200,0.681299210,0.689177513,0.760417,0.687500
independent_random,1111222233334444,3250,0.666213810,0.674892247,0.750000,0.750000
independent_random,1111222233334444,3300,0.670490921,0.692006767,0.708333,0.666667
independent_random,1111222233334444,3350,0.654519379,0.679401338,0.750000,0.729167
independent_random,1111222233334444,3400,0.642746866,0.658973992,0.750000,0.687500
independent_random,1111222233334444,3450,0.627471864,0.649164855,0.822917,0.833333
independent_random,1111222233334444,3500,0.611357450,0.629571021,0.791667,0.791667
independent_random,1111222233334444,3550,0.596694291,0.618382335,0.843750,0.729167
independent_random,1111222233334444,3600,0.599010646,0.607555270,0.812500,0.791667
independent_random,1111222233334444,3650,0.582354724,0.604901493,0.822917,0.854167
independent_random,1111222233334444,3700,0.581798494,0.614778578,0.833333,0.770833
independent_random,1111222233334444,3750,0.570799530,0.600811422,0.781250,0.729167
independent_random,1111222233334444,3800,0.562128961,0.585766017,0.822917,0.750000
independent_random,1111222233334444,3850,0.555874825,0.592643797,0.822917,0.812500
independent_random,1111222233334444,3900,0.550607800,0.582330823,0.812500,0.770833
independent_random,1111222233334444,3950,0.537783980,0.575561464,0.885417,0.833333
independent_random,1111222233334444,4000,0.523468077,0.563782513,0.833333,0.833333
independent_random,1111222233334444,4050,0.518661320,0.561293781,0.822917,0.833333
independent_random,1111222233334444,4100,0.512266874,0.550826788,0.822917,0.791667
independent_random,1111222233334444,4150,0.504895627,0.554818451,0.864583,0.812500
independent_random,1111222233334444,4200,0.501940608,0.533717096,0.802083,0.854167
independent_random,1111222233334444,4250,0.496523142,0.531804144,0.843750,0.833333
independent_random,1111222233334444,4300,0.487149566,0.527933538,0.843750,0.875000
independent_random,1111222233334444,4350,0.487746447,0.518151700,0.833333,0.854167
independent_random,1111222233334444,4400,0.485170156,0.530432045,0.864583,0.833333
independent_random,1111222233334444,4450,0.479692817,0.506863475,0.833333,0.833333
independent_random,1111222233334444,4500,0.471917838,0.512287796,0.843750,0.854167
independent_random,1111222233334444,4550,0.471653551,0.521020591,0.843750,0.833333
independent_random,1111222233334444,4600,0.469496042,0.528061867,0.885417,0.854167
independent_random,1111222233334444,4650,0.462716609,0.511859953,0.843750,0.833333
independent_random,1111222233334444,4700,0.456540912,0.508878171,0.843750,0.895833
independent_random,1111222233334444,4750,0.453858942,0.504856050,0.843750,0.833333
independent_random,1111222233334444,4800,0.445644140,0.498625726,0.822917,0.875000
class_balanced,2b7e151628aed2a6,50,1.099976420,1.100762725,0.333333,0.333333
class_balanced,2b7e151628aed2a6,100,1.094846606,1.096854448,0.333333,0.333333
class_balanced,2b7e151628aed2a6,150,1.088265538,1.091769099,0.354167,0.333333
class_balanced,2b7e151628aed2a6,200,1.078298926,1.082803011,0.406250,0.375000
class_balanced,2b7e151628aed2a6,250,1.069392681,1.074753642,0.447917,0.416667
class_balanced,2b7e151628aed2a6,300,1.057432652,1.065305829,0.447917,0.437500
class_balanced,2b7e151628aed2a6,350,1.042616487,1.054101110,0.479167,0.437500
class_balanced,2b7e151628aed2a6,400,1.035135150,1.044431329,0.447917,0.437500
class_balanced,2b7e151628aed2a6,450,1.026920915,1.036335588,0.468750,0.458333
class_balanced,2b7e151628aed2a6,500,1.018172383,1.029098153,0.447917,0.437500
class_balanced,2b7e151628aed2a6,550,1.007399797,1.020367026,0.458333,0.458333
class_balanced,2b7e151628aed2a6,600,1.000022531,1.011841178,0.447917,0.437500
class_balanced,2b7e151628aed2a6,650,0.989782572,1.001449943,0.479167,0.458333
class_balanced,2b7e151628aed2a6,700,0.980125844,0.990276635,0.468750,0.458333
class_balanced,2b7e151628aed2a6,750,0.972190380,0.976807356,0.489583,0.500000
class_balanced,2b7e151628aed2a6,800,0.967322767,0.974422932,0.479167,0.437500
class_balanced,2b7e151628aed2a6,850,0.957778037,0.967139423,0.510417,0.458333
class_balanced,2b7e151628aed2a6,900,0.951129496,0.954806864,0.489583,0.437500
class_balanced,2b7e151628aed2a6,950,0.937228203,0.949179888,0.510417,0.458333
class_balanced,2b7e151628aed2a6,1000,0.922763169,0.930423915,0.562500,0.520833
class_balanced,2b7e151628aed2a6,1050,0.911028862,0.912007987,0.583333,0.520833
class_balanced,2b7e151628aed2a6,1100,0.898476541,0.906395853,0.604167,0.520833
class_balanced,2b7e151628aed2a6,1150,0.884479284,0.888182878,0.625000,0.562500
class_balanced,2b7e151628aed2a6,1200,0.871348381,0.882883728,0.645833,0.562500
class_balanced,2b7e151628aed2a6,1250,0.860450745,0.864084721,0.645833,0.562500
class_balanced,2b7e151628aed2a6,1300,0.838799894,0.848316431,0.666667,0.645833
class_balanced,2b7e151628aed2a6,1350,0.820899010,0.827439368,0.635417,0.645833
class_balanced,2b7e151628aed2a6,1400,0.812078238,0.809476912,0.614583,0.625000
class_balanced,2b7e151628aed2a6,1450,0.793227136,0.792185307,0.645833,0.645833
class_balanced,2b7e151628aed2a6,1500,0.771173537,0.784408987,0.750000,0.645833
class_balanced,2b7e151628aed2a6,1550,0.749682367,0.767078400,0.739583,0.645833
class_balanced,2b7e151628aed2a6,1600,0.748260498,0.769847095,0.708333,0.666667
class_balanced,2b7e151628aed2a6,1650,0.725658238,0.745050192,0.770833,0.645833
class_balanced,2b7e151628aed2a6,1700,0.704215705,0.725964785,0.760417,0.708333
class_balanced,2b7e151628aed2a6,1750,0.685324132,0.706057370,0.739583,0.708333
class_balanced,2b7e151628aed2a6,1800,0.673431098,0.698006213,0.739583,0.770833
class_balanced,2b7e151628aed2a6,1850,0.657174051,0.689243138,0.739583,0.687500
class_balanced,2b7e151628aed2a6,1900,0.651523471,0.670586586,0.739583,0.687500
class_balanced,2b7e151628aed2a6,1950,0.635124028,0.657296002,0.739583,0.708333
class_balanced,2b7e151628aed2a6,2000,0.630858362,0.649729729,0.760417,0.729167
class_balanced,2b7e151628aed2a6,2050,0.616241395,0.646052301,0.729167,0.750000
class_balanced,2b7e151628aed2a6,2100,0.605832279,0.641993701,0.760417,0.770833
class_balanced,2b7e151628aed2a6,2150,0.607763350,0.635937691,0.750000,0.708333
class_balanced,2b7e151628aed2a6,2200,0.598033071,0.620966852,0.770833,0.687500
class_balanced,2b7e151628aed2a6,2250,0.588192642,0.614336431,0.812500,0.770833
class_balanced,2b7e151628aed2a6,2300,0.574027836,0.585455954,0.781250,0.812500
class_balanced,2b7e151628aed2a6,2350,0.561278164,0.569173276,0.781250,0.833333
class_balanced,2b7e151628aed2a6,2400,0.547747076,0.566219985,0.812500,0.833333
class_balanced,2b7e151628aed2a6,2450,0.546703339,0.569195926,0.833333,0.875000
class_balanced,2b7e151628aed2a6,2500,0.535400689,0.559962809,0.833333,0.833333
class_balanced,2b7e151628aed2a6,2550,0.536880553,0.577018917,0.854167,0.854167
class_balanced,2b7e151628aed2a6,2600,0.523208678,0.550941765,0.802083,0.875000
class_balanced,2b7e151628aed2a6,2650,0.515010417,0.537110686,0.802083,0.854167
class_balanced,2b7e151628aed2a6,2700,0.507012427,0.525844038,0.833333,0.854167
class_balanced,2b7e151628aed2a6,2750,0.503947020,0.541390181,0.854167,0.875000
class_balanced,2b7e151628aed2a6,2800,0.499447256,0.534640729,0.843750,0.875000
class_balanced,2b7e151628aed2a6,2850,0.496398479,0.535373449,0.854167,0.833333
class_balanced,2b7e151628aed2a6,2900,0.502196729,0.556783319,0.843750,0.875000
class_balanced,2b7e151628aed2a6,2950,0.496629715,0.528450966,0.833333,0.812500
class_balanced,2b7e151628aed2a6,3000,0.494426966,0.506874025,0.812500,0.833333
class_balanced,2b7e151628aed2a6,3050,0.470965296,0.503521025,0.833333,0.875000
class_balanced,2b7e151628aed2a6,3100,0.467883825,0.502934039,0.864583,0.875000
class_balanced,2b7e151628aed2a6,3150,0.462843031,0.505724788,0.843750,0.875000
class_balanced,2b7e151628aed2a6,3200,0.465245515,0.496399045,0.822917,0.875000
class_balanced,2b7e151628aed2a6,3250,0.478182316,0.502739191,0.812500,0.812500
class_balanced,2b7e151628aed2a6,3300,0.467292905,0.498588830,0.833333,0.875000
class_balanced,2b7e151628aed2a6,3350,0.461534500,0.502337635,0.833333,0.854167
class_balanced,2b7e151628aed2a6,3400,0.472982973,0.508386314,0.791667,0.875000
class_balanced,2b7e151628aed2a6,3450,0.448390931,0.488132119,0.864583,0.875000
class_balanced,2b7e151628aed2a6,3500,0.453419715,0.494830221,0.822917,0.875000
class_balanced,2b7e151628aed2a6,3550,0.448947817,0.487182826,0.833333,0.875000
class_balanced,2b7e151628aed2a6,3600,0.454461932,0.474671453,0.812500,0.833333
class_balanced,2b7e151628aed2a6,3650,0.449377984,0.488905191,0.822917,0.833333
class_balanced,2b7e151628aed2a6,3700,0.458808273,0.518528283,0.833333,0.854167
class_balanced,2b7e151628aed2a6,3750,0.447375983,0.481090218,0.843750,0.854167
class_balanced,2b7e151628aed2a6,3800,0.438820332,0.486590296,0.822917,0.875000
class_balanced,2b7e151628aed2a6,3850,0.432141066,0.490232438,0.822917,0.875000
class_balanced,2b7e151628aed2a6,3900,0.442328304,0.504110634,0.812500,0.854167
class_balanced,2b7e151628aed2a6,3950,0.433757156,0.455354065,0.812500,0.833333
class_balanced,2b7e151628aed2a6,4000,0.418878555,0.456424087,0.843750,0.895833
class_balanced,2b7e151628aed2a6,4050,0.419609308,0.452802062,0.843750,0.895833
class_balanced,2b7e151628aed2a6,4100,0.421647549,0.441214710,0.833333,0.875000
class_balanced,2b7e151628aed2a6,4150,0.405979514,0.443133920,0.843750,0.895833
class_balanced,2b7e151628aed2a6,4200,0.402617604,0.435621589,0.864583,0.895833
class_balanced,2b7e151628aed2a6,4250,0.413755774,0.437227756,0.822917,0.875000
class_balanced,2b7e151628aed2a6,4300,0.402453274,0.433851451,0.843750,0.916667
class_balanced,2b7e151628aed2a6,4350,0.406993955,0.444116980,0.843750,0.854167
class_balanced,2b7e151628aed2a6,4400,0.394290805,0.436463207,0.812500,0.854167
class_balanced,2b7e151628aed2a6,4450,0.391025186,0.432487875,0.854167,0.875000
class_balanced,2b7e151628aed2a6,4500,0.391009003,0.439272404,0.854167,0.916667
class_balanced,2b7e151628aed2a6,4550,0.397257239,0.415696591,0.854167,0.916667
class_balanced,2b7e151628aed2a6,4600,0.400957555,0.446377873,0.864583,0.875000
class_balanced,2b7e151628aed2a6,4650,0.409073442,0.450905949,0.843750,0.833333
class_balanced,2b7e151628aed2a6,4700,0.387081981,0.446174473,0.875000,0.875000
class_balanced,2b7e151628aed2a6,4750,0.378301114,0.418229073,0.843750,0.854167
class_balanced,2b7e151628aed2a6,4800,0.389492273,0.444873005,0.854167,0.854167
class_balanced,77a19d3c4e280b51,50,1.098681211,1.099135995,0.333333,0.333333
class_balanced,77a19d3c4e280b51,100,1.093126059,1.095537186,0.343750,0.354167
