seed,family,replicate,global_commit,control_slot,matched,g3_utility,g3_regret,control_utility,regret_gap,initial_control_better,first_reversal_horizon,persistent_reversal,transient_reversal,no_reversal,horizon,g3_train_loss,control_train_loss,g3_vs_control_train_delta,g3_validation_loss,control_validation_loss,g3_control_parameter_distance
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,64,0.08888674,0.09012434,-0.00123760,0.11045157,0.10921049,0.16124508
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,1,0.09837619,0.09774661,0.00062958,0.12194886,0.12132405,0.02828427
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,2,0.09894232,0.09831929,0.00062303,0.12337237,0.12274446,0.02828427
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,4,0.09803098,0.09628234,0.00174864,0.12299269,0.12010465,0.04358897
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,8,0.09838245,0.09725063,0.00113182,0.12434140,0.12251111,0.08660251
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,16,0.09904408,0.10060636,-0.00156227,0.12713915,0.13159783,0.10062302
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,32,0.09319250,0.09499062,-0.00179812,0.11562112,0.11939209,0.10839738
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,64,0.08888674,0.09002513,-0.00113839,0.11045157,0.10994703,0.18117663
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,1,0.09837619,0.09841817,-0.00004198,0.12194886,0.12178635,0.03999998
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,2,0.09648788,0.09649998,-0.00001210,0.11798339,0.11782683,0.03999998
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,4,0.09612868,0.09623202,-0.00010334,0.11745191,0.11738398,0.03999998
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,8,0.09411862,0.09361026,0.00050835,0.11455446,0.11370773,0.07416193
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,16,0.08962429,0.08998960,-0.00036530,0.10654759,0.10613448,0.07874003
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,32,0.08800578,0.08877745,-0.00077167,0.10405030,0.10618212,0.11445516
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_a,true,-0.00062958,0.00196923,-0.00067156,0.00004198,false,0,false,false,false,64,0.08556953,0.08714917,-0.00157964,0.10159092,0.10513201,0.20445037
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,1,0.09837619,0.09774661,0.00062958,0.12194886,0.12132405,0.02828427
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,2,0.09648788,0.09587625,0.00061163,0.11798339,0.11741734,0.02828427
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,4,0.09612868,0.09561417,0.00051451,0.11745191,0.11697987,0.02828427
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,8,0.09411862,0.09323613,0.00088249,0.11455446,0.11358877,0.06855650
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,16,0.08962429,0.08985538,-0.00023109,0.10654759,0.10584427,0.08246206
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,32,0.08800578,0.08857615,-0.00057036,0.10405030,0.10417726,0.12206551
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3050,control_b,false,-0.00062958,0.00196923,0.00000000,0.00000000,false,0,false,false,false,64,0.08556953,0.08623117,-0.00066164,0.10159092,0.10245040,0.15748008
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,2,0.09151711,0.09007017,0.00144695,0.11258113,0.11076108,0.03872983
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,4,0.09249531,0.09146682,0.00102849,0.11605224,0.11263426,0.06855650
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,8,0.09063300,0.08999976,0.00063325,0.11369254,0.11096758,0.06403121
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,16,0.08851323,0.08797958,0.00053365,0.10917142,0.10741823,0.09848854
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,32,0.09152066,0.09044226,0.00107840,0.11673495,0.11519299,0.11011353
2b7e151628aed2a6,L0-original,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,64,0.09747124,0.09603801,0.00143323,0.13307054,0.13134043,0.16620761
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,2,0.09151711,0.09012619,0.00139093,0.11258113,0.11087605,0.03872982
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,4,0.09249531,0.09170901,0.00078630,0.11605224,0.11292967,0.06855650
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,8,0.09063300,0.09017321,0.00045980,0.11369254,0.11110369,0.07280106
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,16,0.08851323,0.08808573,0.00042750,0.10917142,0.10732722,0.11269423
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,32,0.09152066,0.09047215,0.00104851,0.11673495,0.11419150,0.13238196
2b7e151628aed2a6,L0-original,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,64,0.09747124,0.09505757,0.00241367,0.13307054,0.12796518,0.14404853
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,2,0.09038913,0.08942620,0.00096294,0.11045749,0.10910202,0.02449489
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,4,0.09040891,0.08915602,0.00125289,0.11020253,0.10860255,0.02449489
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,8,0.08923144,0.08862814,0.00060330,0.10507082,0.10411808,0.04582575
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,16,0.08936626,0.08926913,0.00009713,0.10940924,0.10900825,0.09219543
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,32,0.08515420,0.08527490,-0.00012070,0.10139177,0.10162845,0.11401751
2b7e151628aed2a6,L1-new-evidence,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,32,false,true,false,64,0.08576995,0.08498905,0.00078090,0.10316250,0.10422791,0.15157501
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,2,0.09038913,0.08957162,0.00081751,0.11045749,0.10931474,0.02449488
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,4,0.09040891,0.08926877,0.00114015,0.11020253,0.10877264,0.02449488
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,8,0.08923144,0.08809990,0.00113153,0.10507082,0.10384017,0.04690413
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,16,0.08936626,0.08895430,0.00041196,0.10940924,0.10879681,0.05852348
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,32,0.08515420,0.08471069,0.00044350,0.10139177,0.10069507,0.06020796
2b7e151628aed2a6,L1-new-evidence,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,64,0.08576995,0.08483871,0.00093124,0.10316250,0.10362696,0.11291584
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,2,0.08930007,0.08939026,-0.00009018,0.10810199,0.10807148,0.02449489
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,4,0.08883458,0.08852327,0.00031132,0.10578576,0.10523314,0.03162277
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,8,0.09158469,0.09079626,0.00078843,0.11256138,0.11119145,0.03162277
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,16,0.08857190,0.08793528,0.00063662,0.10913368,0.10738525,0.06123721
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,32,0.09047107,0.09095746,-0.00048639,0.11035076,0.11566953,0.09578617
2b7e151628aed2a6,L1-new-evidence,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,64,0.09673049,0.10128632,-0.00455583,0.13182105,0.14185096,0.12103710
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,2,0.08930007,0.08933053,-0.00003046,0.10810199,0.10803330,0.02449488
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,4,0.08883458,0.08841541,0.00041918,0.10578576,0.10509496,0.03162276
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,8,0.09158469,0.09101533,0.00056936,0.11256138,0.11146338,0.03162276
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,16,0.08857190,0.08834992,0.00022198,0.10913368,0.10788152,0.03354101
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,32,0.09047107,0.09063101,-0.00015994,0.11035076,0.11429464,0.08200606
2b7e151628aed2a6,L1-new-evidence,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,64,0.09673049,0.09945694,-0.00272645,0.13182105,0.13789420,0.12216786
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,2,0.09159447,0.09005949,0.00153498,0.11267380,0.11074445,0.02449489
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,4,0.09224802,0.08998773,0.00226029,0.11560184,0.11078093,0.04690412
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,8,0.08981770,0.08887478,0.00094292,0.11244923,0.10960227,0.06708199
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,16,0.08974534,0.08740600,0.00233934,0.11000919,0.10728317,0.10111868
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,32,0.09220147,0.09100220,0.00119927,0.11768436,0.11569718,0.16867116
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,0,false,false,true,64,0.09241264,0.09085263,0.00156002,0.12286285,0.12016923,0.19351988
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,2,0.09159447,0.09011630,0.00147817,0.11267380,0.11086003,0.02449488
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,4,0.09224802,0.09016224,0.00208578,0.11560184,0.11101041,0.04690412
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,8,0.08981770,0.08900519,0.00081251,0.11244923,0.10964469,0.05385161
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,16,0.08974534,0.08752998,0.00221536,0.11000919,0.10701393,0.10049871
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,32,0.09220147,0.08946041,0.00274106,0.11768436,0.11273152,0.14177439
2b7e151628aed2a6,L2-shifted-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,64,0.09241264,0.09101631,0.00139633,0.12286285,0.12051214,0.19416477
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,2,0.09159244,0.09005821,0.00153422,0.11267235,0.11074360,0.02449489
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,4,0.09235913,0.09142637,0.00093276,0.11558256,0.11259373,0.06164410
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,8,0.09051775,0.08963972,0.00087803,0.11288130,0.11032210,0.07937250
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,16,0.08833367,0.08818468,0.00014898,0.10794919,0.10779184,0.10781924
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,32,0.09031353,0.09025844,0.00005509,0.11466225,0.11483700,0.10295626
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,64,0.09134048,0.09491834,-0.00357786,0.12059435,0.12863545,0.14568798
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,2,0.09159244,0.09011489,0.00147755,0.11267235,0.11085909,0.02449488
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,4,0.09235913,0.09150871,0.00085042,0.11558256,0.11265642,0.04358897
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,8,0.09051775,0.08949649,0.00102127,0.11288130,0.10991433,0.04358897
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,16,0.08833367,0.08747134,0.00086233,0.10794919,0.10608396,0.06324551
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,32,0.09031353,0.09050629,-0.00019276,0.11466225,0.11617830,0.08930282
2b7e151628aed2a6,L2-shifted-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,32,true,false,false,64,0.09134048,0.09783175,-0.00649127,0.12059435,0.13593297,0.15099661
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,2,0.09015716,0.09048986,-0.00033271,0.11109751,0.10940788,0.03999997
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,4,0.09184410,0.09066417,0.00117993,0.11522108,0.11038638,0.05678907
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,8,0.09014740,0.08935601,0.00079139,0.11184246,0.10769641,0.06946219
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,16,0.08800635,0.08818068,-0.00017433,0.10607966,0.10546029,0.08674673
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,32,0.08723944,0.08712674,0.00011270,0.10661305,0.10633430,0.11757971
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,2,false,true,false,64,0.09624972,0.09652442,-0.00027470,0.13256986,0.13261338,0.16710767
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,2,0.09015716,0.09074501,-0.00058785,0.11109751,0.11135115,0.03999998
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,4,0.09184410,0.09061014,0.00123397,0.11522108,0.11204955,0.04499997
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,8,0.09014740,0.08942655,0.00072084,0.11184246,0.10935902,0.06020794
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,16,0.08800635,0.08733939,0.00066696,0.10607966,0.10543960,0.07228412
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,32,0.08723944,0.08690085,0.00033858,0.10661305,0.10764787,0.10965849
2b7e151628aed2a6,L3-new-evidence-and-schedule,0,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,2,false,true,false,64,0.09624972,0.09470177,0.00154795,0.13256986,0.12892146,0.15968712
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,1,0.09019291,0.09019191,0.00000100,0.11095363,0.11068311,0.02449489
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,2,0.09027234,0.08993004,0.00034230,0.11084053,0.11026026,0.03741658
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,4,0.08982011,0.08941021,0.00040990,0.10998084,0.10924741,0.05196152
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,8,0.08814909,0.08788308,0.00026602,0.10580809,0.10543641,0.07141425
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,16,0.08723774,0.08698354,0.00025420,0.10496051,0.10481348,0.08717793
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,32,0.08564793,0.08528376,0.00036418,0.10235894,0.10147491,0.10148887
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_a,true,0.00008070,0.00025293,0.00008170,0.00000100,true,64,true,false,false,64,0.08549225,0.08610950,-0.00061725,0.10100972,0.10208115,0.12806241
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,2,0.09027234,0.08997405,0.00029828,0.11084053,0.11036570,0.03741657
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,4,0.08982011,0.08956339,0.00025672,0.10998084,0.10946468,0.05196151
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,8,0.08814909,0.08790728,0.00024181,0.10580809,0.10546688,0.07141425
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,16,0.08723774,0.08634470,0.00089304,0.10496051,0.10367588,0.11661898
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,32,0.08564793,0.08515794,0.00048999,0.10235894,0.10164472,0.12609513
2b7e151628aed2a6,L3-new-evidence-and-schedule,1,3100,control_b,true,0.00008070,0.00025293,0.00008207,0.00000136,true,0,false,false,true,64,0.08549225,0.08540764,0.00008461,0.10100972,0.10098827,0.14456825
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,1,0.09438112,0.09438288,-0.00000176,0.12542953,0.12547232,0.03999998
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,2,0.09460365,0.09447619,0.00012746,0.12563162,0.12547569,0.03999998
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,4,0.09049443,0.09063473,-0.00014029,0.11649445,0.11661836,0.04123103
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,8,0.08882583,0.08937757,-0.00055175,0.11226511,0.11330110,0.06499997
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,16,0.09722984,0.09687817,0.00035167,0.13234971,0.13246812,0.06184655
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,32,0.09554569,0.09767822,-0.00213253,0.13024986,0.13470030,0.11640441
2b7e151628aed2a6,L0-original,0,3150,control_a,true,-0.00037938,0.00266913,-0.00038113,0.00000176,false,0,false,false,false,64,0.08546809,0.08498462,0.00048347,0.10971850,0.10774340,0.15708272
2b7e151628aed2a6,L0-original,0,3150,control_b,true,-0.00037938,0.00266913,-0.00037633,0.00000305,true,4,false,true,false,1,0.09438112,0.09437808,0.00000305,0.12542953,0.12577419,0.03605549
2b7e151628aed2a6,L0-original,0,3150,control_b,true,-0.00037938,0.00266913,-0.00037633,0.00000305,true,4,false,true,false,2,0.09460365,0.09448624,0.00011741,0.12563162,0.12579119,0.03605549
