seed,global_commit,control_slot,matched,g3_stratum,g3_utility,g3_regret,control_utility,control_regret,regret_gap,initial_control_better,first_reversal_horizon,persistent_reversal,transient_reversal,no_reversal,horizon,g3_train_loss,control_train_loss,g3_vs_control_train_delta,g3_validation_loss,control_validation_loss,g3_control_parameter_distance,g3_vs_greedy_train_delta
2b7e151628aed2a6,3100,control_a,true,1,0.00008070,0.00025293,0.00008170,0.00025193,0.00000100,true,0,false,false,true,64,0.09747124,0.09603801,0.00143323,0.13307054,0.13134043,0.16620761,0.00535656
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,1,0.09019291,0.09019154,0.00000136,0.11095363,0.11074311,0.02449488,0.00025293
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,2,0.09151711,0.09012619,0.00139093,0.11258113,0.11087605,0.03872982,0.00166356
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,4,0.09249531,0.09170901,0.00078630,0.11605224,0.11292967,0.06855650,0.00156917
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,8,0.09063300,0.09017321,0.00045980,0.11369254,0.11110369,0.07280106,0.00169238
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,16,0.08851323,0.08808573,0.00042750,0.10917142,0.10732722,0.11269423,0.00138827
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,32,0.09152066,0.09047215,0.00104851,0.11673495,0.11419150,0.13238196,0.00171705
2b7e151628aed2a6,3100,control_b,true,1,0.00008070,0.00025293,0.00008207,0.00025157,0.00000136,true,0,false,false,true,64,0.09747124,0.09505757,0.00241367,0.13307054,0.12796518,0.14404853,0.00535656
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,1,0.09438112,0.09438288,-0.00000176,0.12542953,0.12547232,0.03999998,0.00266913
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,2,0.09460365,0.09447619,0.00012746,0.12563162,0.12547569,0.03999998,0.00277409
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,4,0.09049443,0.09063473,-0.00014029,0.11649445,0.11661836,0.04123103,0.00177176
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,8,0.08882583,0.08937757,-0.00055175,0.11226511,0.11330110,0.06499997,0.00110236
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,16,0.09722984,0.09687817,0.00035167,0.13234971,0.13246812,0.06184655,0.00221629
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,32,0.09554569,0.09767822,-0.00213253,0.13024986,0.13470030,0.11640441,0.00217471
2b7e151628aed2a6,3150,control_a,true,2,-0.00037938,0.00266913,-0.00038113,0.00267088,0.00000176,false,0,false,false,false,64,0.08546809,0.08498462,0.00048347,0.10971850,0.10774340,0.15708272,0.00111979
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,1,0.09438112,0.09437808,0.00000305,0.12542953,0.12577419,0.03605549,0.00266913
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,2,0.09460365,0.09448624,0.00011741,0.12563162,0.12579119,0.03605549,0.00277409
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,4,0.09049443,0.09075236,-0.00025792,0.11649445,0.11703796,0.03741655,0.00177176
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,8,0.08882583,0.08944046,-0.00061464,0.11226511,0.11359876,0.06324552,0.00110236
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,16,0.09722984,0.09732885,-0.00009901,0.13234971,0.13326584,0.06244995,0.00221629
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,32,0.09554569,0.09692341,-0.00137772,0.13024986,0.13284090,0.11456434,0.00217471
2b7e151628aed2a6,3150,control_b,true,2,-0.00037938,0.00266913,-0.00037633,0.00266608,0.00000305,true,4,false,true,false,64,0.08546809,0.08430600,0.00116209,0.10971850,0.10518426,0.14159796,0.00111979
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,1,0.08612982,0.08612982,0.00000000,0.10706104,0.10706104,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,2,0.08500306,0.08500306,0.00000000,0.10380819,0.10380819,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,4,0.08373449,0.08373449,0.00000000,0.10147801,0.10147801,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,8,0.08729907,0.08729907,0.00000000,0.11343038,0.11343038,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,16,0.08504134,0.08504134,0.00000000,0.10901480,0.10901480,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,32,0.08907171,0.08907171,0.00000000,0.11639709,0.11639709,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_a,true,1,0.00146554,0.00000000,0.00146554,0.00000000,0.00000000,false,0,false,false,false,64,0.07985861,0.07985861,0.00000000,0.09793811,0.09793811,0.02000000,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.08612982,0.08759537,-0.00146554,0.10706104,0.11098152,0.01999998,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.08500306,0.08611382,-0.00111076,0.10380819,0.10706950,0.01999998,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.08373449,0.08404404,-0.00030955,0.10147801,0.10202580,0.01732050,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.08729907,0.08794141,-0.00064234,0.11343038,0.11435594,0.03872982,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.08504134,0.08516432,-0.00012297,0.10901480,0.10909799,0.05567762,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.08907171,0.08721104,0.00186068,0.11639709,0.11213189,0.08485277,0.00000000
2b7e151628aed2a6,3200,control_b,false,1,0.00146554,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.07985861,0.07961337,0.00024524,0.09793811,0.09603876,0.13047980,0.00000000
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,1,0.08235673,0.08235990,-0.00000317,0.10226899,0.10237372,0.02645749,0.00042270
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,2,0.08222442,0.08213510,0.00008932,0.10210689,0.10217893,0.04472132,0.00047965
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,4,0.08587423,0.08564806,0.00022617,0.11036352,0.11031456,0.04472132,0.00057623
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,8,0.08295019,0.08311442,-0.00016423,0.10575473,0.10589749,0.05385162,0.00101827
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,16,0.07928975,0.07930365,-0.00001390,0.09738758,0.09725466,0.05385162,0.00020567
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,32,0.07794360,0.07849970,-0.00055610,0.09231406,0.09174746,0.07071064,-0.00096125
2b7e151628aed2a6,3250,control_a,true,2,-0.00015152,0.00042270,-0.00015469,0.00042588,0.00000317,false,0,false,false,false,64,0.08997589,0.09146291,-0.00148702,0.12765419,0.13075951,0.09999999,-0.00212407
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,1,0.08235673,0.08235318,0.00000355,0.10226899,0.10242394,0.03605550,0.00042270
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,2,0.08222442,0.08207095,0.00015347,0.10210689,0.10209849,0.04795829,0.00047965
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,4,0.08587423,0.08575939,0.00011484,0.11036352,0.11041031,0.04795829,0.00057623
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,8,0.08295019,0.08189317,0.00105702,0.10575473,0.10255188,0.07348466,0.00101827
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,16,0.07928975,0.07870973,0.00058002,0.09738758,0.09511612,0.11575830,0.00020567
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,32,0.07794360,0.07805871,-0.00011511,0.09231406,0.09114663,0.12379412,-0.00096125
2b7e151628aed2a6,3250,control_b,true,2,-0.00015152,0.00042270,-0.00014797,0.00041915,0.00000355,true,32,false,true,false,64,0.08997589,0.08795434,0.00202155,0.12765419,0.12223085,0.12864673,-0.00212407
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,1,0.07788292,0.07788308,-0.00000016,0.09720958,0.09532532,0.03999998,0.00100230
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,2,0.07769809,0.07888458,-0.00118649,0.09705583,0.09850541,0.04472134,-0.00005624
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,4,0.07876565,0.08003462,-0.00126897,0.10065016,0.10215587,0.05744561,-0.00008218
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,8,0.08389533,0.08543491,-0.00153958,0.11314005,0.11509615,0.06480740,-0.00008219
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,16,0.08817494,0.08795568,0.00021926,0.12361025,0.12201936,0.06726811,0.00280723
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,32,0.09328779,0.09676311,-0.00347532,0.13728718,0.14425793,0.09759606,-0.00323607
2b7e151628aed2a6,3300,control_a,true,2,-0.00078392,0.00100230,-0.00078408,0.00100246,0.00000016,false,0,false,false,false,64,0.08404980,0.08436736,-0.00031756,0.11196533,0.11020917,0.12267840,0.00035027
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,1,0.07788292,0.07792716,-0.00004424,0.09720958,0.09723643,0.01000002,0.00100230
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,2,0.07769809,0.07774077,-0.00004268,0.09705583,0.09708112,0.01000002,-0.00005624
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,4,0.07876565,0.07880858,-0.00004292,0.10065016,0.10067593,0.01000002,-0.00008218
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,8,0.08389533,0.08393604,-0.00004070,0.11314005,0.11316913,0.01000002,-0.00008219
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,16,0.08817494,0.08819147,-0.00001653,0.12361025,0.12361331,0.01000002,0.00280723
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,32,0.09328779,0.09328518,0.00000261,0.13728718,0.13726734,0.01000002,-0.00323607
2b7e151628aed2a6,3300,control_b,true,2,-0.00078392,0.00100230,-0.00082816,0.00104655,0.00004424,false,0,false,false,false,64,0.08404980,0.08057175,0.00347805,0.11196533,0.10490877,0.06164413,0.00035027
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07830568,0.07966413,-0.00135844,0.09807246,0.10170993,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07751573,0.07849535,-0.00097962,0.09510856,0.09821900,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07836074,0.08008801,-0.00172727,0.09996545,0.10425737,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07780436,0.07950027,-0.00169591,0.10045302,0.10473353,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.08917290,0.08833149,0.00084141,0.12330215,0.12177411,0.06652065,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.08908387,0.08799569,0.00108819,0.12280986,0.12416163,0.09836154,0.00000000
2b7e151628aed2a6,3350,control_a,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.07804243,0.07653932,0.00150310,0.09955978,0.10011661,0.11747338,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07830568,0.07966413,-0.00135844,0.09807246,0.10170993,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07751573,0.07849535,-0.00097962,0.09510856,0.09821900,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07836074,0.08008801,-0.00172727,0.09996545,0.10425737,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07780436,0.07950027,-0.00169591,0.10045302,0.10473353,0.02828424,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.08917290,0.08833149,0.00084141,0.12330215,0.12177411,0.06652065,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.08908387,0.08799569,0.00108819,0.12280986,0.12416163,0.09836154,0.00000000
2b7e151628aed2a6,3350,control_b,false,1,0.00135844,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.07804243,0.07653932,0.00150310,0.09955978,0.10011661,0.11747338,0.00000000
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,1,0.07512123,0.07512512,-0.00000389,0.09384475,0.09385494,0.02000000,0.00000416
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,2,0.07487524,0.07487889,-0.00000364,0.09295646,0.09296599,0.02000000,-0.00000876
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,4,0.07473544,0.07473910,-0.00000366,0.09221679,0.09222630,0.02000000,0.00007020
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,8,0.07258926,0.07258956,-0.00000031,0.08636582,0.08636750,0.02000000,-0.00002648
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,16,0.07951219,0.07952245,-0.00001027,0.10341006,0.10343481,0.02000000,0.00030033
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,32,0.07836400,0.07837247,-0.00000847,0.10272080,0.10274193,0.02000000,-0.00167892
2b7e151628aed2a6,3400,control_a,true,1,0.00022253,0.00000416,0.00021864,0.00000805,0.00000389,false,0,false,false,false,64,0.07533965,0.07534931,-0.00000966,0.10152566,0.10155088,0.02000000,-0.00249033
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,1,0.07512123,0.07511707,0.00000416,0.09384475,0.09345568,0.02999998,0.00000416
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,2,0.07487524,0.07488400,-0.00000876,0.09295646,0.09292690,0.01732049,-0.00000876
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,4,0.07473544,0.07466524,0.00007020,0.09221679,0.09210796,0.01732049,0.00007020
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,8,0.07258926,0.07261574,-0.00002648,0.08636582,0.08645517,0.01732049,-0.00002648
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,16,0.07951219,0.07921185,0.00030033,0.10341006,0.10294092,0.02000000,0.00030033
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,32,0.07836400,0.08004292,-0.00167892,0.10272080,0.10661545,0.09110428,-0.00167892
2b7e151628aed2a6,3400,control_b,true,1,0.00022253,0.00000416,0.00022670,0.00000000,0.00000416,true,2,false,true,false,64,0.07533965,0.07782998,-0.00249033,0.10152566,0.10608824,0.15556344,-0.00249033
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07427196,0.07597704,-0.00170508,0.09404290,0.09781126,0.02236066,0.00005647
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07300669,0.07433750,-0.00133081,0.09095714,0.09411865,0.02236066,0.00005370
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07470984,0.07409403,0.00061581,0.09474912,0.09323180,0.02499998,0.00008700
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07761599,0.07738852,0.00022747,0.10025981,0.09937642,0.04499996,-0.00039769
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.07583055,0.07546676,0.00036379,0.10282037,0.10146063,0.05499995,-0.00065397
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.08527394,0.08872809,-0.00345415,0.12012232,0.13125956,0.09420715,0.00052004
2b7e151628aed2a6,3450,control_a,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.07188081,0.07270274,-0.00082193,0.09444768,0.09453293,0.13711302,0.00075710
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07427196,0.07597704,-0.00170508,0.09404290,0.09781126,0.02236066,0.00005647
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07300669,0.07433750,-0.00133081,0.09095714,0.09411865,0.02236066,0.00005370
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07470984,0.07409403,0.00061581,0.09474912,0.09323180,0.02499998,0.00008700
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07761599,0.07738852,0.00022747,0.10025981,0.09937642,0.04499996,-0.00039769
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.07583055,0.07546676,0.00036379,0.10282037,0.10146063,0.05499995,-0.00065397
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.08527394,0.08872809,-0.00345415,0.12012232,0.13125956,0.09420715,0.00052004
2b7e151628aed2a6,3450,control_b,false,1,0.00170508,0.00005647,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.07188081,0.07270274,-0.00082193,0.09444768,0.09453293,0.13711302,0.00075710
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07360636,0.07494076,-0.00133440,0.09799525,0.10163507,0.01999998,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07366025,0.07360636,0.00005388,0.09838596,0.09799525,0.01999998,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07322823,0.07324129,-0.00001306,0.09748866,0.09749936,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07281332,0.07280862,0.00000469,0.09384971,0.09383819,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.07268953,0.07270768,-0.00001815,0.09745774,0.09747558,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.06995787,0.06999309,-0.00003522,0.09052369,0.09055963,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_a,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.06782364,0.06833126,-0.00050762,0.08495777,0.08528286,0.10677077,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,1,0.07360636,0.07494076,-0.00133440,0.09799525,0.10163507,0.01999998,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,2,0.07366025,0.07360636,0.00005388,0.09838596,0.09799525,0.01999998,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,4,0.07322823,0.07324129,-0.00001306,0.09748866,0.09749936,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,8,0.07281332,0.07280862,0.00000469,0.09384971,0.09383819,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.07268953,0.07270768,-0.00001815,0.09745774,0.09747558,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.06995787,0.06999309,-0.00003522,0.09052369,0.09055963,0.02236069,0.00000000
2b7e151628aed2a6,3500,control_b,false,1,0.00133440,0.00000000,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.06782364,0.06833126,-0.00050762,0.08495777,0.08528286,0.10677077,0.00000000
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,1,0.07303154,0.07303108,0.00000046,0.09428211,0.09420199,0.03605550,0.00193552
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,2,0.07287403,0.07311273,-0.00023869,0.09415293,0.09417084,0.05385164,0.00174616
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,4,0.07184323,0.07181445,0.00002878,0.09313663,0.09284972,0.05385164,0.00171655
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,8,0.07159343,0.07106186,0.00053158,0.09588046,0.09518126,0.06164412,0.00170944
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,16,0.06827263,0.06832205,-0.00004942,0.08794603,0.08771140,0.06855652,-0.00007619
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,32,0.06869427,0.06917814,-0.00048387,0.08828085,0.08963645,0.09999996,0.00144115
2b7e151628aed2a6,3550,control_a,true,2,-0.00028157,0.00193552,-0.00028111,0.00193506,0.00000046,true,2,false,true,false,64,0.06596879,0.06723069,-0.00126190,0.08232472,0.08742967,0.14730912,-0.00059979
