dataset_index,initialization_index,stream_seed,step,method,candidate_count,within_stratum_utility_variance,predicted_finite_population_rmse,observed_panel_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization_rate
0,2,a303ea0000000005,4200,hash_placebo_01,170,4.056924920368e-5,6.500741079844e-4,6.450545588843e-4,0.312959559,5.678013775423e-4,6.617314001574e-4,0.343750000
0,2,a303ea0000000005,4200,hash_placebo_02,170,4.139339488365e-5,6.566438888048e-4,6.486415892121e-4,0.317463235,5.959391648958e-4,7.332700800760e-4,0.406250000
0,2,a303ea0000000005,4200,hash_placebo_03,170,4.172610938151e-5,6.592776143053e-4,6.691191245881e-4,0.315808824,5.994026851113e-4,7.058116541145e-4,0.406250000
0,2,a303ea0000000005,4200,hash_placebo_04,170,4.103963478535e-5,6.538319322889e-4,6.415869420438e-4,0.320220588,6.160575059084e-4,7.336239797553e-4,0.390625000
0,2,a303ea0000000005,4200,hash_placebo_05,170,4.170499737341e-5,6.591108070522e-4,6.434591018225e-4,0.323161765,5.934519697917e-4,7.188987819688e-4,0.390625000
0,2,a303ea0000000005,4200,hash_placebo_06,170,4.118544412634e-5,6.549923991793e-4,6.562020429099e-4,0.318198529,5.584197972439e-4,6.460342798960e-4,0.328125000
0,2,a303ea0000000005,4200,hash_placebo_07,170,4.054017780772e-5,6.498411489205e-4,6.447293289549e-4,0.311580882,6.148196923732e-4,7.177642776242e-4,0.406250000
0,2,a303ea0000000005,4200,gradient_full171,170,3.306295138005e-5,5.868609235093e-4,5.981413797432e-4,0.300735294,5.895063049479e-4,6.787063340141e-4,0.421875000
0,2,a303ea0000000005,4200,development_response_oracle,170,3.665622021239e-5,6.179284968444e-4,5.959042945470e-4,0.308088235,5.740108713326e-4,6.418989901249e-4,0.312500000
0,2,a303ea0000000005,4200,evaluation_state_response_comparator,170,3.281205574893e-5,5.846300089670e-4,6.043564582686e-4,0.304044118,5.514168519767e-4,6.102325879453e-4,0.187500000
0,2,a303ea0000000006,600,hash_placebo_00,170,8.137550021112e-6,2.911462623034e-4,2.962205208436e-4,0.278645833,2.352704042892e-4,2.478215380393e-4,0.031250000
0,2,a303ea0000000006,600,hash_placebo_01,170,8.082108254953e-6,2.901527660660e-4,3.205143618396e-4,0.276506696,2.254992203916e-4,2.413425989971e-4,0.031250000
0,2,a303ea0000000006,600,hash_placebo_02,170,8.271277096701e-6,2.935287659225e-4,3.064833504605e-4,0.281250000,2.325950575823e-4,2.465347058660e-4,0.046875000
0,2,a303ea0000000006,600,hash_placebo_03,170,8.115656715882e-6,2.907543478444e-4,2.817751612401e-4,0.268136161,2.320987480857e-4,2.471651613973e-4,0.031250000
0,2,a303ea0000000006,600,hash_placebo_04,170,7.764582921213e-6,2.843959776368e-4,3.154967938035e-4,0.276134673,2.039597850967e-4,2.206723208360e-4,0.031250000
0,2,a303ea0000000006,600,hash_placebo_05,170,8.414544896478e-6,2.960599759142e-4,3.171268078749e-4,0.278459821,2.387047726415e-4,2.551659969185e-4,0.000000000
0,2,a303ea0000000006,600,hash_placebo_06,170,8.057371336852e-6,2.897083903265e-4,2.757091562835e-4,0.270554315,2.118183641073e-4,2.242899380462e-4,0.015625000
0,2,a303ea0000000006,600,hash_placebo_07,170,7.821932250706e-6,2.854443219699e-4,2.838046168301e-4,0.276599702,2.177190099815e-4,2.362213825791e-4,0.031250000
0,2,a303ea0000000006,600,gradient_full171,170,2.836345526492e-6,1.718873639944e-4,1.685428739289e-4,0.209263393,2.054292257867e-4,2.141457064617e-4,0.046875000
0,2,a303ea0000000006,600,development_response_oracle,170,4.756033847642e-6,2.225803658148e-4,2.231500111599e-4,0.250837054,2.295842851936e-4,2.561674326103e-4,0.125000000
0,2,a303ea0000000006,600,evaluation_state_response_comparator,170,2.594961029447e-6,1.644105959382e-4,1.641130010798e-4,0.211588542,1.985474588651e-4,2.110312553896e-4,0.062500000
0,2,a303ea0000000006,2400,hash_placebo_00,170,4.266690871052e-5,6.666685576316e-4,6.866425593217e-4,0.325735294,8.439342114741e-4,9.106602807307e-4,0.140625000
0,2,a303ea0000000006,2400,hash_placebo_01,170,4.262437960973e-5,6.663362171367e-4,6.653873988508e-4,0.322610294,6.944151671551e-4,7.424878846365e-4,0.125000000
0,2,a303ea0000000006,2400,hash_placebo_02,170,4.295173492890e-5,6.688900548740e-4,7.014915727782e-4,0.311213235,8.013465781573e-4,8.399114713811e-4,0.062500000
0,2,a303ea0000000006,2400,hash_placebo_03,170,4.256473474495e-5,6.658698473375e-4,6.779011454787e-4,0.304963235,7.129195095814e-4,7.576541628254e-4,0.093750000
0,2,a303ea0000000006,2400,hash_placebo_04,170,4.199451854403e-5,6.613946639491e-4,6.720646798363e-4,0.308180147,8.031763144150e-4,8.293845462433e-4,0.046875000
0,2,a303ea0000000006,2400,hash_placebo_05,170,4.197707943032e-5,6.612573206142e-4,6.533457563803e-4,0.310753676,7.482314380756e-4,7.813113269748e-4,0.046875000
0,2,a303ea0000000006,2400,hash_placebo_06,170,4.158676282437e-5,6.581758473897e-4,6.487799409287e-4,0.309099265,7.175538845701e-4,7.536794888594e-4,0.062500000
0,2,a303ea0000000006,2400,hash_placebo_07,170,4.195212578553e-5,6.610607462752e-4,6.610624370106e-4,0.311764706,7.883747791908e-4,8.215187062746e-4,0.140625000
0,2,a303ea0000000006,2400,gradient_full171,170,3.257512914686e-5,5.825154606930e-4,5.619589551339e-4,0.282628676,6.062700496017e-4,6.365687184129e-4,0.078125000
0,2,a303ea0000000006,2400,development_response_oracle,170,3.497687217706e-5,6.036078350312e-4,5.802931588117e-4,0.269209559,6.728001702783e-4,7.129268337280e-4,0.046875000
0,2,a303ea0000000006,2400,evaluation_state_response_comparator,170,3.266360940047e-5,5.833060356750e-4,6.047870011283e-4,0.283547794,6.875725650275e-4,7.347682475682e-4,0.093750000
0,2,a303ea0000000006,4200,hash_placebo_00,170,4.012564377098e-5,6.465102133360e-4,6.472685324776e-4,0.346507353,7.269235217890e-4,7.943332630589e-4,0.156250000
0,2,a303ea0000000006,4200,hash_placebo_01,170,4.069571346749e-5,6.510865395268e-4,6.285972107737e-4,0.339981618,5.979274988412e-4,6.381090356058e-4,0.109375000
0,2,a303ea0000000006,4200,hash_placebo_02,170,4.117114079504e-5,6.548786528421e-4,6.409762912970e-4,0.345772059,7.245899366808e-4,8.103003449378e-4,0.140625000
0,2,a303ea0000000006,4200,hash_placebo_03,170,4.085791619659e-5,6.523827815896e-4,6.540958077702e-4,0.357628676,7.786386718216e-4,8.386822849502e-4,0.187500000
0,2,a303ea0000000006,4200,hash_placebo_04,170,4.037759594521e-5,6.485367821200e-4,6.615619419915e-4,0.339889706,5.757653281080e-4,6.386273942098e-4,0.125000000
0,2,a303ea0000000006,4200,hash_placebo_05,170,4.109046523603e-5,6.542367152201e-4,6.524245275541e-4,0.329136029,6.184630927919e-4,6.732180225413e-4,0.109375000
0,2,a303ea0000000006,4200,hash_placebo_06,170,3.991012454869e-5,6.447716371312e-4,6.419003340491e-4,0.349724265,5.929512044922e-4,6.391560113457e-4,0.156250000
0,2,a303ea0000000006,4200,hash_placebo_07,170,4.013157560613e-5,6.465579988656e-4,6.247041091006e-4,0.345312500,6.207797380284e-4,6.936145138638e-4,0.125000000
0,2,a303ea0000000006,4200,gradient_full171,170,3.357258272953e-5,5.913665558963e-4,5.970577376307e-4,0.336580882,6.227640560610e-4,6.893611350165e-4,0.078125000
0,2,a303ea0000000006,4200,development_response_oracle,170,3.678488395339e-5,6.190120148385e-4,6.062901262165e-4,0.342095588,6.734702229387e-4,7.373045523877e-4,0.156250000
0,2,a303ea0000000006,4200,evaluation_state_response_comparator,170,3.349710795235e-5,5.907014540671e-4,5.599427132915e-4,0.334926471,6.230690475313e-4,6.532414464573e-4,0.109375000
1,0,a303ea0000000007,600,hash_placebo_00,170,1.206447682890e-5,3.545019515241e-4,3.572627823204e-4,0.291605030,4.385993714209e-4,4.572133763467e-4,0.140625000
1,0,a303ea0000000007,600,hash_placebo_01,170,1.174547326300e-5,3.497837615198e-4,3.209455017395e-4,0.282451923,4.042357522849e-4,4.292739134826e-4,0.125000000
1,0,a303ea0000000007,600,hash_placebo_02,170,1.223839089442e-5,3.570479498381e-4,3.592451316955e-4,0.294286243,4.886771586143e-4,5.127981612922e-4,0.234375000
1,0,a303ea0000000007,600,hash_placebo_03,170,1.164690548595e-5,3.483129801562e-4,3.484153356472e-4,0.284023669,3.670831989382e-4,3.762741303817e-4,0.078125000
1,0,a303ea0000000007,600,hash_placebo_04,170,1.218331580022e-5,3.562436519935e-4,3.581812889161e-4,0.280232988,4.594481140430e-4,5.093262683822e-4,0.203125000
1,0,a303ea0000000007,600,hash_placebo_05,170,1.234147696855e-5,3.585485347282e-4,3.671872701966e-4,0.285133136,4.346471394001e-4,4.667341514732e-4,0.203125000
1,0,a303ea0000000007,600,hash_placebo_06,170,1.207806527975e-5,3.547015365028e-4,3.383354695465e-4,0.273946006,3.686081982437e-4,3.857552440358e-4,0.140625000
1,0,a303ea0000000007,600,hash_placebo_07,170,1.198000758328e-5,3.532587517092e-4,3.491965825835e-4,0.288184172,3.814688432726e-4,3.957020910583e-4,0.125000000
1,0,a303ea0000000007,600,gradient_full171,170,5.517264238208e-6,2.397321473673e-4,2.359463984805e-4,0.248335799,2.535542857913e-4,2.549189352976e-4,0.015625000
1,0,a303ea0000000007,600,development_response_oracle,170,7.310210350330e-6,2.759493150609e-4,2.736377689393e-4,0.269230769,3.170085256556e-4,3.253882946410e-4,0.062500000
1,0,a303ea0000000007,600,evaluation_state_response_comparator,170,5.402998322547e-6,2.372366593226e-4,2.381244575257e-4,0.247781065,3.768473384298e-4,3.803950469319e-4,0.046875000
1,0,a303ea0000000007,2400,hash_placebo_00,170,4.384273266532e-5,6.757922254143e-4,6.583196725909e-4,0.345404412,4.992151749104e-4,5.813464172988e-4,0.203125000
1,0,a303ea0000000007,2400,hash_placebo_01,170,4.258606098513e-5,6.660366370767e-4,6.669057714232e-4,0.343474265,5.644668762255e-4,6.495312410379e-4,0.250000000
1,0,a303ea0000000007,2400,hash_placebo_02,170,4.426174889891e-5,6.790139058691e-4,6.812481690683e-4,0.342922794,5.470987133638e-4,6.363554020936e-4,0.296875000
1,0,a303ea0000000007,2400,hash_placebo_03,170,4.367265318838e-5,6.744801484938e-4,6.788165189637e-4,0.335569853,5.335942174618e-4,5.992831778201e-4,0.203125000
1,0,a303ea0000000007,2400,hash_placebo_04,170,4.453020211480e-5,6.810699465027e-4,6.972944425796e-4,0.348161765,4.846274921206e-4,5.506026155615e-4,0.296875000
1,0,a303ea0000000007,2400,hash_placebo_05,170,4.497025370955e-5,6.844268717750e-4,6.824647325166e-4,0.342279412,5.118702556786e-4,6.140127798346e-4,0.265625000
1,0,a303ea0000000007,2400,hash_placebo_06,170,4.367294661799e-5,6.744824143524e-4,7.230623995038e-4,0.341452206,5.871119674037e-4,6.991550605449e-4,0.343750000
1,0,a303ea0000000007,2400,hash_placebo_07,170,4.382642165342e-5,6.756665046874e-4,6.644640412504e-4,0.336580882,5.290356446217e-4,6.316612224282e-4,0.250000000
1,0,a303ea0000000007,2400,gradient_full171,170,3.447950227144e-5,5.993008276268e-4,6.133922978624e-4,0.305698529,5.392239041484e-4,6.328360691654e-4,0.312500000
1,0,a303ea0000000007,2400,development_response_oracle,170,3.708960398316e-5,6.215706247010e-4,6.050736911449e-4,0.320863971,5.039255109409e-4,5.722625325291e-4,0.156250000
1,0,a303ea0000000007,2400,evaluation_state_response_comparator,170,3.424895591782e-5,5.972938619117e-4,6.258356585656e-4,0.320588235,5.594812734255e-4,6.241320127742e-4,0.281250000
1,0,a303ea0000000007,4200,hash_placebo_00,168,3.308554676364e-5,5.870614210807e-4,5.836363944571e-4,0.311283683,4.788063903334e-4,5.290455679869e-4,0.125000000
1,0,a303ea0000000007,4200,hash_placebo_01,168,3.238782065640e-5,5.808383009388e-4,5.801486500112e-4,0.305857036,4.197121585321e-4,4.491541178879e-4,0.062500000
1,0,a303ea0000000007,4200,hash_placebo_02,168,3.311253836034e-5,5.873008382310e-4,5.943213966706e-4,0.302675898,3.915880106433e-4,4.232855471855e-4,0.031250000
1,0,a303ea0000000007,4200,hash_placebo_03,168,3.314639341889e-5,5.876009968055e-4,5.894675902877e-4,0.316429641,3.714658094793e-4,3.925556676734e-4,0.062500000
1,0,a303ea0000000007,4200,hash_placebo_04,168,3.288410870527e-5,5.852715600585e-4,5.956109783652e-4,0.325411677,4.310915982160e-4,4.565911828536e-4,0.046875000
1,0,a303ea0000000007,4200,hash_placebo_05,168,3.403128973935e-5,5.953928127308e-4,5.941293290576e-4,0.318020210,3.723872315504e-4,3.828264750894e-4,0.015625000
1,0,a303ea0000000007,4200,hash_placebo_06,168,3.320773915409e-5,5.881444971449e-4,6.057081321470e-4,0.302956587,4.026057816873e-4,4.178597012015e-4,0.015625000
1,0,a303ea0000000007,4200,hash_placebo_07,168,3.328456101167e-5,5.888244026914e-4,6.073884790158e-4,0.322885479,5.049647621718e-4,5.520255701867e-4,0.125000000
1,0,a303ea0000000007,4200,gradient_full171,168,2.931145390977e-5,5.525646069859e-4,5.494681386346e-4,0.298278443,4.734987442134e-4,5.077440095533e-4,0.109375000
1,0,a303ea0000000007,4200,development_response_oracle,168,3.024553980701e-5,5.613000145404e-4,5.416206311445e-4,0.299214072,4.582433994926e-4,4.979654815713e-4,0.125000000
1,0,a303ea0000000007,4200,evaluation_state_response_comparator,168,2.824415536818e-5,5.424112385929e-4,5.526928023537e-4,0.301833832,4.144971812821e-4,4.618426726211e-4,0.109375000
1,0,a303ea0000000008,600,hash_placebo_00,170,1.374338315891e-5,3.783652220258e-4,3.731245897954e-4,0.265441176,3.231291742054e-4,3.786753877648e-4,0.140625000
1,0,a303ea0000000008,600,hash_placebo_01,170,1.331119164326e-5,3.723684281514e-4,3.670740498103e-4,0.260937500,3.184384727319e-4,3.677864042402e-4,0.140625000
1,0,a303ea0000000008,600,hash_placebo_02,170,1.401058605207e-5,3.820256597522e-4,3.859444396525e-4,0.278400735,3.130774789497e-4,3.709229627020e-4,0.156250000
1,0,a303ea0000000008,600,hash_placebo_03,170,1.340237267377e-5,3.736416045960e-4,3.900510515914e-4,0.279044118,2.862350161195e-4,3.315317433135e-4,0.156250000
1,0,a303ea0000000008,600,hash_placebo_04,170,1.397131981803e-5,3.814899493274e-4,3.761903887390e-4,0.275183824,3.127471506161e-4,3.636483344565e-4,0.140625000
1,0,a303ea0000000008,600,hash_placebo_05,170,1.414059696086e-5,3.837940658855e-4,3.749838901400e-4,0.262775735,3.691721412906e-4,4.266250730325e-4,0.187500000
1,0,a303ea0000000008,600,hash_placebo_06,170,1.370362583273e-5,3.778175517684e-4,3.640854327403e-4,0.271139706,3.654884582716e-4,4.152324352731e-4,0.125000000
1,0,a303ea0000000008,600,hash_placebo_07,170,1.364826762693e-5,3.770536492957e-4,3.992696485016e-4,0.275275735,3.571399488465e-4,4.202810487186e-4,0.203125000
1,0,a303ea0000000008,600,gradient_full171,170,5.937190908522e-6,2.486880347553e-4,2.513739733197e-4,0.211305147,2.167469338019e-4,2.322889226889e-4,0.046875000
1,0,a303ea0000000008,600,development_response_oracle,170,8.360651015643e-6,2.951103433400e-4,3.070600104537e-4,0.251838235,2.482129602868e-4,2.946368108496e-4,0.125000000
1,0,a303ea0000000008,600,evaluation_state_response_comparator,170,5.868067537909e-6,2.472361290748e-4,2.495170826562e-4,0.220588235,2.447200313327e-4,2.614772897687e-4,0.046875000
1,0,a303ea0000000008,2400,hash_placebo_00,170,3.406634279036e-5,5.956993683055e-4,5.989666227593e-4,0.327022059,8.058250388672e-4,9.197912248524e-4,0.265625000
1,0,a303ea0000000008,2400,hash_placebo_01,170,3.405418512405e-5,5.955930616135e-4,6.039545969420e-4,0.328033088,8.591318663207e-4,9.544164201571e-4,0.250000000
1,0,a303ea0000000008,2400,hash_placebo_02,170,3.477631750792e-5,6.018748269982e-4,6.081940658029e-4,0.318382353,8.328164149702e-4,9.530750818953e-4,0.296875000
1,0,a303ea0000000008,2400,hash_placebo_03,170,3.418589087651e-5,5.967436886668e-4,5.940394169412e-4,0.302849265,7.212077981080e-4,8.125630341880e-4,0.234375000
1,0,a303ea0000000008,2400,hash_placebo_04,170,3.481542381585e-5,6.022131389703e-4,5.906895038166e-4,0.314613971,6.963842581769e-4,7.716847636488e-4,0.187500000
1,0,a303ea0000000008,2400,hash_placebo_05,170,3.575321229978e-5,6.102698540722e-4,6.179891420695e-4,0.334375000,8.461794761274e-4,9.473406265670e-4,0.250000000
1,0,a303ea0000000008,2400,hash_placebo_06,170,3.483536133565e-5,6.023855470098e-4,5.874747707610e-4,0.306985294,8.591943532679e-4,9.665248850297e-4,0.234375000
1,0,a303ea0000000008,2400,hash_placebo_07,170,3.401920135413e-5,5.952870574540e-4,6.197797847282e-4,0.311121324,8.066069006532e-4,8.960659545210e-4,0.218750000
1,0,a303ea0000000008,2400,gradient_full171,170,2.383939529360e-5,4.983242260901e-4,5.011134835673e-4,0.283180147,6.785914102920e-4,7.399434876305e-4,0.156250000
1,0,a303ea0000000008,2400,development_response_oracle,170,2.664299926836e-5,5.268123407617e-4,5.273006422632e-4,0.309926471,7.650920641140e-4,8.554749980618e-4,0.203125000
1,0,a303ea0000000008,2400,evaluation_state_response_comparator,170,2.389311527946e-5,4.988853751057e-4,5.035924143819e-4,0.286121324,7.001927897932e-4,7.545387503285e-4,0.140625000
1,0,a303ea0000000008,4200,hash_placebo_00,168,4.577298234501e-5,6.905084354497e-4,7.263725120745e-4,0.360677083,4.810628436189e-4,5.080033971296e-4,0.062500000
1,0,a303ea0000000008,4200,hash_placebo_01,168,4.541935434155e-5,6.878359356643e-4,6.776483791466e-4,0.345145089,4.861850879934e-4,5.328312727215e-4,0.109375000
1,0,a303ea0000000008,4200,hash_placebo_02,168,4.623175564347e-5,6.939602207280e-4,6.669829658350e-4,0.367745536,5.224012918461e-4,5.780106337170e-4,0.140625000
1,0,a303ea0000000008,4200,hash_placebo_03,168,4.739718783704e-5,7.026526215961e-4,6.891166708842e-4,0.368210565,5.064156662229e-4,5.475873431351e-4,0.078125000
1,0,a303ea0000000008,4200,hash_placebo_04,168,4.629890948658e-5,6.944640430950e-4,6.890996866729e-4,0.368117560,4.818250159815e-4,5.237456608711e-4,0.093750000
1,0,a303ea0000000008,4200,hash_placebo_05,168,4.753889139692e-5,7.037021993603e-4,6.881247108734e-4,0.363467262,5.000987380299e-4,5.268950635582e-4,0.046875000
1,0,a303ea0000000008,4200,hash_placebo_06,168,4.672109177373e-5,6.976231355895e-4,7.050838046423e-4,0.340866815,4.679825522089e-4,5.190756480715e-4,0.078125000
1,0,a303ea0000000008,4200,hash_placebo_07,168,4.623609328450e-5,6.939927749722e-4,7.035042505128e-4,0.367466518,4.695190214079e-4,5.088485618217e-4,0.093750000
1,0,a303ea0000000008,4200,gradient_full171,168,3.721719265089e-5,6.226388119234e-4,6.307986304185e-4,0.332310268,5.289875589369e-4,5.897878882024e-4,0.140625000
1,0,a303ea0000000008,4200,development_response_oracle,168,4.084763016596e-5,6.523006573368e-4,6.549258446538e-4,0.350818452,4.765766527726e-4,5.185116753523e-4,0.093750000
1,0,a303ea0000000008,4200,evaluation_state_response_comparator,168,3.653550824223e-5,6.169102129618e-4,6.153604500539e-4,0.352957589,4.196477841560e-4,4.404344497289e-4,0.031250000
1,1,a303ea0000000009,600,hash_placebo_00,170,1.083913078280e-5,3.360172797951e-4,3.210679150355e-4,0.299386161,2.517868267624e-4,3.064548533267e-4,0.156250000
1,1,a303ea0000000009,600,hash_placebo_01,170,1.084004272601e-5,3.360314147952e-4,3.509866636308e-4,0.314918155,2.331239572086e-4,2.725584087457e-4,0.078125000
1,1,a303ea0000000009,600,hash_placebo_02,170,1.096964384585e-5,3.380342044739e-4,3.577952204541e-4,0.323288690,2.476196618773e-4,3.156228482339e-4,0.203125000
1,1,a303ea0000000009,600,hash_placebo_03,170,1.078916751162e-5,3.352419448389e-4,3.332804509509e-4,0.324869792,2.225311126622e-4,2.784353334064e-4,0.109375000
1,1,a303ea0000000009,600,hash_placebo_04,170,1.134295252179e-5,3.437379167845e-4,3.318412070054e-4,0.310639881,2.471374802226e-4,2.832940041699e-4,0.109375000
1,1,a303ea0000000009,600,hash_placebo_05,170,1.117421997714e-5,3.411716939634e-4,3.438322746700e-4,0.325055804,2.009640366687e-4,2.454141239987e-4,0.125000000
1,1,a303ea0000000009,600,hash_placebo_06,170,1.091919837982e-5,3.372560596783e-4,3.244168133854e-4,0.306919643,2.252083146068e-4,2.724918438908e-4,0.109375000
1,1,a303ea0000000009,600,hash_placebo_07,170,1.077371504676e-5,3.350017886575e-4,3.474977690220e-4,0.321614583,2.295099871645e-4,2.491790165351e-4,0.078125000
1,1,a303ea0000000009,600,gradient_full171,170,5.001648770844e-6,2.282553570667e-4,2.324536290696e-4,0.279296875,1.873654562097e-4,1.987510032642e-4,0.015625000
1,1,a303ea0000000009,600,development_response_oracle,170,6.289065748986e-6,2.559513655989e-4,2.580631157688e-4,0.289527530,2.117822136789e-4,2.377969850578e-4,0.062500000
1,1,a303ea0000000009,600,evaluation_state_response_comparator,170,5.054692923873e-6,2.294625269850e-4,2.325074541805e-4,0.278552827,2.090348013937e-4,2.372319901198e-4,0.078125000
1,1,a303ea0000000009,2400,hash_placebo_00,170,3.755527452430e-5,6.254604514234e-4,6.124625427390e-4,0.349264706,4.059321389107e-4,4.607242693169e-4,0.265625000
1,1,a303ea0000000009,2400,hash_placebo_01,170,3.831537268572e-5,6.317582334060e-4,5.875682370154e-4,0.340165441,3.812599301440e-4,4.261362113311e-4,0.218750000
1,1,a303ea0000000009,2400,hash_placebo_02,170,3.781755093317e-5,6.276406792270e-4,6.124659049549e-4,0.344852941,3.265654152358e-4,3.664411923410e-4,0.187500000
1,1,a303ea0000000009,2400,hash_placebo_03,170,3.752903133632e-5,6.252418809975e-4,6.414509959522e-4,0.335753676,3.625423957914e-4,4.387033074522e-4,0.265625000
1,1,a303ea0000000009,2400,hash_placebo_04,170,3.825961743755e-5,6.312984093447e-4,6.370992579062e-4,0.336213235,3.692040577619e-4,4.210153159079e-4,0.234375000
1,1,a303ea0000000009,2400,hash_placebo_05,170,3.794145293780e-5,6.286680110376e-4,6.303317128640e-4,0.349816176,3.816604973110e-4,4.470476368965e-4,0.328125000
1,1,a303ea0000000009,2400,hash_placebo_06,170,3.708484430090e-5,6.215307405653e-4,6.077158729430e-4,0.324540441,3.134670317451e-4,3.627384004048e-4,0.203125000
1,1,a303ea0000000009,2400,hash_placebo_07,170,3.768389937064e-5,6.265306205160e-4,6.215635191635e-4,0.336121324,3.715074214981e-4,4.333317956480e-4,0.265625000
1,1,a303ea0000000009,2400,gradient_full171,170,2.736725808991e-5,5.339247185730e-4,5.248352662592e-4,0.312591912,3.712944777519e-4,4.340031514403e-4,0.203125000
1,1,a303ea0000000009,2400,development_response_oracle,170,2.782478965114e-5,5.383693517151e-4,5.337185774363e-4,0.317555147,3.452809612483e-4,3.939318347648e-4,0.203125000
1,1,a303ea0000000009,2400,evaluation_state_response_comparator,170,2.602163340785e-5,5.206329622026e-4,5.252862995710e-4,0.318474265,4.030857838728e-4,4.841162910338e-4,0.281250000
1,1,a303ea0000000009,4200,hash_placebo_00,170,5.202443817604e-5,7.361529942888e-4,7.396336663248e-4,0.382581361,5.263760882981e-4,6.005861996314e-4,0.234375000
1,1,a303ea0000000009,4200,hash_placebo_01,170,5.214987268482e-5,7.370399178246e-4,7.093724021532e-4,0.393583580,6.000614661161e-4,7.307356385269e-4,0.296875000
1,1,a303ea0000000009,4200,hash_placebo_02,170,5.104624404182e-5,7.291993614705e-4,7.661721575803e-4,0.391549556,5.445372945969e-4,6.509822168894e-4,0.265625000
1,1,a303ea0000000009,4200,hash_placebo_03,170,5.169833943075e-5,7.338421962999e-4,7.274141671717e-4,0.381749260,4.993220395964e-4,5.716246777965e-4,0.203125000
1,1,a303ea0000000009,4200,hash_placebo_04,170,5.168011421613e-5,7.337128342101e-4,7.398389197320e-4,0.402551775,6.099091554388e-4,7.496966762233e-4,0.359375000
1,1,a303ea0000000009,4200,hash_placebo_05,170,5.230170403811e-5,7.381120626731e-4,7.148535313733e-4,0.377311391,5.733721778816e-4,6.600381762709e-4,0.234375000
1,1,a303ea0000000009,4200,hash_placebo_06,170,5.101112143730e-5,7.289484538053e-4,7.217226275369e-4,0.386926775,4.873951737254e-4,5.951613247106e-4,0.296875000
1,1,a303ea0000000009,4200,hash_placebo_07,170,5.166878662645e-5,7.336324197845e-4,7.837744881233e-4,0.391457101,5.606507470848e-4,7.084871290814e-4,0.343750000
1,1,a303ea0000000009,4200,gradient_full171,170,3.929713374470e-5,6.398008621235e-4,6.161359246428e-4,0.374260355,5.251913784141e-4,5.871887382369e-4,0.218750000
1,1,a303ea0000000009,4200,development_response_oracle,170,4.044276422114e-5,6.490599309542e-4,6.759803550161e-4,0.376756657,5.344306593988e-4,6.370089835812e-4,0.296875000
1,1,a303ea0000000009,4200,evaluation_state_response_comparator,170,3.826787988268e-5,6.313665724267e-4,6.236774906976e-4,0.366586538,5.308082616393e-4,5.813316195002e-4,0.140625000
1,1,a303ea000000000a,600,hash_placebo_00,170,1.203093708576e-5,3.540088435477e-4,3.424482660113e-4,0.299510542,4.225112952554e-4,4.634509440962e-4,0.109375000
1,1,a303ea000000000a,600,hash_placebo_01,170,1.216965152732e-5,3.560438223163e-4,3.643903313441e-4,0.311841114,4.789294891339e-4,5.265862255897e-4,0.140625000
1,1,a303ea000000000a,600,hash_placebo_02,170,1.209893059925e-5,3.550077845281e-4,3.378454403596e-4,0.280685241,4.963900819348e-4,5.538173126070e-4,0.140625000
1,1,a303ea000000000a,600,hash_placebo_03,170,1.171362343447e-5,3.493091907976e-4,3.398032149443e-4,0.292639307,5.320819593635e-4,5.852164628095e-4,0.125000000
1,1,a303ea000000000a,600,hash_placebo_04,170,1.240923876229e-5,3.595315059544e-4,3.548164664123e-4,0.279838102,4.900108403376e-4,5.321600543198e-4,0.109375000
1,1,a303ea000000000a,600,hash_placebo_05,170,1.248336445443e-5,3.606037248841e-4,3.703345085325e-4,0.308452560,5.066925002666e-4,5.578971383216e-4,0.125000000
1,1,a303ea000000000a,600,hash_placebo_06,170,1.216265284727e-5,3.559414284576e-4,3.446386231063e-4,0.294239458,4.447417520623e-4,4.835005352106e-4,0.109375000
1,1,a303ea000000000a,600,hash_placebo_07,170,1.199021853413e-5,3.534092666166e-4,3.568376444402e-4,0.285109187,4.652270329188e-4,5.076118241050e-4,0.140625000
1,1,a303ea000000000a,600,gradient_full171,170,5.085477250847e-6,2.301602080356e-4,2.304303749665e-4,0.244352410,3.014108519892e-4,3.081539863388e-4,0.015625000
1,1,a303ea000000000a,600,development_response_oracle,170,7.044020023128e-6,2.708785864077e-4,2.754358667269e-4,0.261389307,4.160272806075e-4,4.493899797353e-4,0.062500000
1,1,a303ea000000000a,600,evaluation_state_response_comparator,170,5.008391057930e-6,2.284091508385e-4,2.421663064326e-4,0.257718373,3.089581141467e-4,3.375717286644e-4,0.078125000
1,1,a303ea000000000a,2400,hash_placebo_00,170,4.260285047133e-5,6.661679160765e-4,6.563104331212e-4,0.324172794,4.633341891349e-4,6.051896439203e-4,0.343750000
1,1,a303ea000000000a,2400,hash_placebo_01,170,4.287448198167e-5,6.682882516617e-4,6.535443195874e-4,0.307996324,5.056539678208e-4,6.365737951910e-4,0.343750000
1,1,a303ea000000000a,2400,hash_placebo_02,170,4.313665911436e-5,6.703284263015e-4,6.660603336319e-4,0.290808824,4.411636924715e-4,5.203413719528e-4,0.250000000
