role,dataset_index,initialization_index,stream_seed,step,method,sample_index,stratum,kmeans_iterations,within_sse
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,17,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,18,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,19,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,20,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,21,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,22,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,23,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,24,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,25,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,26,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,27,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,28,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,29,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,30,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,31,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,32,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,33,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,34,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,35,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,36,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,37,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,38,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,39,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,40,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,41,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,42,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,43,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,44,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,45,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,46,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,47,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,48,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,49,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,50,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,51,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,52,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,53,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,54,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,55,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,56,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,57,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,58,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,59,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,60,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,61,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,62,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,63,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,64,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,65,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,66,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,67,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,68,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,69,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,70,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,71,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,72,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,73,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,74,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,75,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,76,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,77,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,78,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,79,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,80,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,81,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,82,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,83,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,84,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,85,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,86,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,87,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,88,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,89,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,90,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,91,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,92,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,93,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,94,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_02,95,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,0,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,1,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,2,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,3,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,4,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,5,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,6,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,7,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,8,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,9,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,10,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,11,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,12,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,13,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,14,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,15,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,16,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,17,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,18,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,19,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,20,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,21,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,22,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,23,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,24,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,25,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,26,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,27,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,28,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,29,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,30,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,31,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,32,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,33,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,34,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,35,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,36,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,37,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,38,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,39,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,40,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,41,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,42,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,43,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,44,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,45,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,46,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,47,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,48,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,49,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,50,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,51,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,52,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,53,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,54,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,55,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,56,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,57,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,58,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,59,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,60,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,61,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,62,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,63,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,64,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,65,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,66,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,67,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,68,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,69,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,70,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,71,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,72,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,73,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,74,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,75,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,76,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,77,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,78,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,79,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,80,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,81,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,82,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,83,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,84,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,85,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,86,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,87,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,88,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,89,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,90,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,91,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,92,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,93,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,94,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_03,95,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,0,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,1,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,2,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,3,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,4,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,5,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,6,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,7,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,8,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,9,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,10,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,11,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,12,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,13,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,14,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,15,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,16,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,17,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,18,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,19,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,20,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,21,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,22,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,23,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,24,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,25,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,26,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,27,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,28,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,29,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,30,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,31,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,32,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,33,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,34,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,35,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,36,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,37,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,38,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,39,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,40,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,41,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,42,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,43,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,44,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,45,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,46,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,47,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,48,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,49,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,50,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,51,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,52,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,53,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,54,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,55,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,56,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,57,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,58,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,59,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,60,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,61,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,62,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,63,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,64,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,65,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,66,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,67,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,68,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,69,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,70,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,71,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,72,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,73,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,74,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,75,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,76,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,77,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,78,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,79,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,80,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,81,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,82,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,83,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,84,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,85,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,86,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,87,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,88,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,89,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,90,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,91,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,92,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,93,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,94,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_04,95,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,0,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,1,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,2,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,3,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,4,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,5,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,6,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,7,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,8,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,9,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,10,8,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,11,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,12,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,13,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,14,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,15,9,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,16,6,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,17,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,18,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,19,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,20,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,21,5,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,22,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,23,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,24,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,25,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,26,10,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,27,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,28,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,29,7,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,30,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,31,2,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,32,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,33,0,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,34,3,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,35,4,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,36,11,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,37,1,0,0.000000000000e0
evaluation,0,2,a303ea0000000005,4200,hash_placebo_05,38,9,0,0.000000000000e0
